model_name,temperature,seed,item_id,task,prompt,prior_prompt,question_number,question,item,item_type,correct1,correct2,correct3,options,option_names,shuffled_options,shuffled_option_names,option_numbering,token_cond_log_probs,token_cond_probs,prior_token_log_probs,null_prior_token_log_probs,token_probs,sentence_cond_probs,mean_sentence_cond_probs,prior_sentence_probs,sentence_mi,sentence_surprisal,mean_sentence_surprisal,sentence_mi_surprisal
EleutherAI/pythia-12b,0.1,0,8,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Tickets in the DoubleDay instant lottery almost always win. Today Zach needs to check whether 3 of the tickets have won. Zach tells you on the phone: I have now checked 3 of the 3 tickets, and given what I saw, I can tell you that some of today's tickets have won.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Tickets in the DoubleDay instant lottery almost always win. Today Zach needs to check whether 3 of the tickets have won. Zach tells you on the phone: I have now checked 3 of the 3 tickets, and given what I saw, I can tell you that some of today's tickets have won.

Choose one of the following options and return the label of that option.
A. More than 50 percent
B. Less than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the tickets have won.,Critical,Full,Yes,Yes,Under50,A,Less than 50 percent,More than 50 percent,More than 50 percent,A,"tensor([-1.0332, -1.8496], dtype=torch.float16)","[tensor(0.3560, dtype=torch.float16), tensor(0.1573, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-1.0049, -1.9209], dtype=torch.float16)","[tensor(0.3660, dtype=torch.float16), tensor(0.1465, dtype=torch.float16)]",0.056,0.256591796875,0.05362,1.044,-2.883,-1.44140625,0.9854
EleutherAI/pythia-12b,0.1,0,8,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Tickets in the DoubleDay instant lottery almost always win. Today Zach needs to check whether 3 of the tickets have won. Zach tells you on the phone: I have now checked 3 of the 3 tickets, and given what I saw, I can tell you that some of today's tickets have won.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Tickets in the DoubleDay instant lottery almost always win. Today Zach needs to check whether 3 of the tickets have won. Zach tells you on the phone: I have now checked 3 of the 3 tickets, and given what I saw, I can tell you that some of today's tickets have won.

Choose one of the following options and return the label of that option.
A. More than 50 percent
B. Less than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the tickets have won.,Critical,Full,Yes,Yes,Under50,B,More than 50 percent,Less than 50 percent,Less than 50 percent,B,"tensor([-1.0332, -4.8711], dtype=torch.float16)","[tensor(0.3560, dtype=torch.float16), tensor(0.0077, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-1.0049, -5.5938], dtype=torch.float16)","[tensor(0.3660, dtype=torch.float16), tensor(0.0037, dtype=torch.float16)]",0.002728,0.1817626953125,0.001362,2.002,-5.906,-2.953125,0.895
EleutherAI/pythia-12b,0.1,0,11,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did John look at all of today's computers?,Critical,Partial,No,Yes,Over50,A,Yes,No,No,A,"tensor([-1.0693, -1.8623], dtype=torch.float16)","[tensor(0.3433, dtype=torch.float16), tensor(0.1553, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-0.9282, -2.2480], dtype=torch.float16)","[tensor(0.3953, dtype=torch.float16), tensor(0.1056, dtype=torch.float16)]",0.0533,0.249267578125,0.04175,1.277,-2.932,-1.4658203125,0.9233
EleutherAI/pythia-12b,0.1,0,11,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did John look at all of today's computers?,Critical,Partial,No,Yes,Over50,B,No,Yes,Yes,B,"tensor([-1.0693, -5.0898], dtype=torch.float16)","[tensor(0.3433, dtype=torch.float16), tensor(0.0062, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-0.9282, -5.4727], dtype=torch.float16)","[tensor(0.3953, dtype=torch.float16), tensor(0.0042, dtype=torch.float16)]",0.002115,0.1746826171875,0.00166,1.274,-6.16,-3.080078125,0.9624
EleutherAI/pythia-12b,0.1,0,11,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did John say that some of today's computers have viruses? ,Critical,Partial,No,Yes,Over50,A,Yes,No,No,A,"tensor([-1.1748, -2.3340], dtype=torch.float16)","[tensor(0.3088, dtype=torch.float16), tensor(0.0969, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-0.9282, -2.2480], dtype=torch.float16)","[tensor(0.3953, dtype=torch.float16), tensor(0.1056, dtype=torch.float16)]",0.02994,0.202880859375,0.04175,0.7173,-3.508,-1.75390625,1.1045
EleutherAI/pythia-12b,0.1,0,11,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did John say that some of today's computers have viruses? ,Critical,Partial,No,Yes,Over50,B,No,Yes,Yes,B,"tensor([-1.1748, -5.0195], dtype=torch.float16)","[tensor(0.3088, dtype=torch.float16), tensor(0.0066, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-0.9282, -5.4727], dtype=torch.float16)","[tensor(0.3953, dtype=torch.float16), tensor(0.0042, dtype=torch.float16)]",0.00204,0.15771484375,0.00166,1.2295,-6.195,-3.09765625,0.968
EleutherAI/pythia-12b,0.1,0,11,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the computers have viruses.,Critical,Partial,No,Yes,Over50,A,Less than 50 percent,Less than 50 percent,Less than 50 percent,A,"tensor([-1.0674, -1.8076], dtype=torch.float16)","[tensor(0.3440, dtype=torch.float16), tensor(0.1641, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-0.9961, -1.8564], dtype=torch.float16)","[tensor(0.3694, dtype=torch.float16), tensor(0.1562, dtype=torch.float16)]",0.05643,0.25390625,0.0577,0.978,-2.875,-1.4375,1.008
EleutherAI/pythia-12b,0.1,0,11,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the computers have viruses.,Critical,Partial,No,Yes,Over50,B,More than 50 percent,More than 50 percent,More than 50 percent,B,"tensor([-1.0674, -5.8320], dtype=torch.float16)","[tensor(0.3440, dtype=torch.float16), tensor(0.0029, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-0.9961, -5.6445], dtype=torch.float16)","[tensor(0.3694, dtype=torch.float16), tensor(0.0035, dtype=torch.float16)]",0.001008,0.1734619140625,0.001307,0.7715,-6.9,-3.44921875,1.039
EleutherAI/pythia-12b,0.1,0,14,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Brian look in all of today's cereal boxes? ,Critical,Full,Yes,Yes,Under50,A,Yes,No,No,A,"tensor([-1.3516, -2.0176], dtype=torch.float16)","[tensor(0.2588, dtype=torch.float16), tensor(0.1329, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-1.0469, -2.2227], dtype=torch.float16)","[tensor(0.3511, dtype=torch.float16), tensor(0.1083, dtype=torch.float16)]",0.0344,0.19580078125,0.03802,0.9043,-3.37,-1.6845703125,1.03
EleutherAI/pythia-12b,0.1,0,14,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Brian look in all of today's cereal boxes? ,Critical,Full,Yes,Yes,Under50,B,No,Yes,Yes,B,"tensor([-1.3516, -5.1602], dtype=torch.float16)","[tensor(0.2588, dtype=torch.float16), tensor(0.0057, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-1.0469, -5.4180], dtype=torch.float16)","[tensor(0.3511, dtype=torch.float16), tensor(0.0044, dtype=torch.float16)]",0.001486,0.13232421875,0.001557,0.954,-6.51,-3.255859375,1.007
EleutherAI/pythia-12b,0.1,0,14,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Brian say that some of today's cereal boxes have toys in them?,Critical,Full,Yes,Yes,Under50,A,Yes,No,No,A,"tensor([-1.0674, -1.7852], dtype=torch.float16)","[tensor(0.3440, dtype=torch.float16), tensor(0.1677, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-1.0469, -2.2227], dtype=torch.float16)","[tensor(0.3511, dtype=torch.float16), tensor(0.1083, dtype=torch.float16)]",0.0577,0.255859375,0.03802,1.518,-2.852,-1.42578125,0.872
EleutherAI/pythia-12b,0.1,0,14,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Brian say that some of today's cereal boxes have toys in them?,Critical,Full,Yes,Yes,Under50,B,No,Yes,Yes,B,"tensor([-1.0674, -5.1211], dtype=torch.float16)","[tensor(0.3440, dtype=torch.float16), tensor(0.0060, dtype=torch.float16)]","tensor([-5.1289], dtype=torch.float16)","tensor([-1.0469, -5.4180], dtype=torch.float16)","[tensor(0.3511, dtype=torch.float16), tensor(0.0044, dtype=torch.float16)]",0.002054,0.1749267578125,0.001557,1.319,-6.188,-3.09375,0.957
EleutherAI/pythia-12b,0.1,0,14,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the boxes have a toy in them.,Critical,Full,Yes,Yes,Under50,A,Less than 50 percent,Less than 50 percent,Less than 50 percent,A,"tensor([-1.1240, -1.8916], dtype=torch.float16)","[tensor(0.3250, dtype=torch.float16), tensor(0.1509, dtype=torch.float16)]","tensor([-3.5957], dtype=torch.float16)","tensor([-1.0068, -1.8799], dtype=torch.float16)","[tensor(0.3655, dtype=torch.float16), tensor(0.1526, dtype=torch.float16)]",0.04904,0.2379150390625,0.05576,0.8794,-3.016,-1.5078125,1.045
