model_name,temperature,seed,item_id,task,prompt,prior_prompt,question_number,question,item,item_type,correct1,correct2,correct3,options,option_names,shuffled_options,shuffled_option_names,option_numbering,token_cond_log_probs,token_cond_probs,prior_token_log_probs,null_prior_token_log_probs,token_probs,sentence_cond_probs,mean_sentence_cond_probs,prior_sentence_probs,sentence_mi,sentence_surprisal,mean_sentence_surprisal,sentence_mi_surprisal
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,11,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.

Choose one of the following options and return the label of that option.
A. More than 50 percent
B. Less than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the computers have viruses.,Critical,Partial,No,Yes,Over50,A,Less than 50 percent,More than 50 percent,More than 50 percent,A,"tensor([-5.5967, -0.4900])","[tensor(0.0037), tensor(0.6126)]",tensor([-8.3492]),"tensor([-3.7775, -1.9855])","[tensor(0.0229), tensor(0.1373)]",0.002272885,0.30816346406936646,0.0031415003,0.72350305,-6.0867057,-3.0433528423309326,1.0561596
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,11,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The computers brought to John's repair shop almost always have viruses. Today John needs to repair 3 computers. John tells you on the phone: I have now looked at 2 of the 3 computers, and given what I saw, I can tell you that some of today's computers have viruses.

Choose one of the following options and return the label of that option.
A. More than 50 percent
B. Less than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the computers have viruses.,Critical,Partial,No,Yes,Over50,B,More than 50 percent,Less than 50 percent,Less than 50 percent,B,"tensor([-5.5967, -1.2088])","[tensor(0.0037), tensor(0.2986)]",tensor([-9.4039]),"tensor([-3.7775, -1.0246])","[tensor(0.0229), tensor(0.3590)]",0.0011077157,0.1511378437280655,0.008212339,0.1348843,-6.805455,-3.4027276039123535,1.417178
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,14,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question,Did Brian look in all of today's cereal boxes? ,Critical,Full,Yes,Yes,Under50,A,Yes,Yes,Yes,A,"tensor([-5.9064, -0.3017])","[tensor(0.0027), tensor(0.7395)]",tensor([-8.3492]),"tensor([-6.0481, -0.8170])","[tensor(0.0024), tensor(0.4418)]",0.0020129273,0.37112340331077576,0.0010436526,1.928733,-6.208165,-3.1040825843811035,0.9043175
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,14,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question,Did Brian look in all of today's cereal boxes? ,Critical,Full,Yes,Yes,Under50,B,No,No,No,B,"tensor([-5.9064, -2.5361])","[tensor(0.0027), tensor(0.0792)]",tensor([-9.4039]),"tensor([-6.0481, -5.0201])","[tensor(0.0024), tensor(0.0066)]",0.00021550206,0.04094737023115158,1.5601345e-05,13.813044,-8.44254,-4.2212700843811035,0.7627777
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,14,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Brian say that some of today's cereal boxes have toys in them?,Critical,Full,Yes,Yes,Under50,A,Yes,No,No,A,"tensor([-3.8531, -3.0936])","[tensor(0.0212), tensor(0.0453)]",tensor([-8.3492]),"tensor([-5.6985, -3.7481])","[tensor(0.0034), tensor(0.0236)]",0.000961794,0.033276282250881195,7.896165e-05,12.18052,-6.9467106,-3.473355293273926,0.7353702
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,14,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Brian say that some of today's cereal boxes have toys in them?,Critical,Full,Yes,Yes,Under50,B,No,Yes,Yes,B,"tensor([-3.8531, -0.0858])","[tensor(0.0212), tensor(0.9178)]",tensor([-9.4039]),"tensor([-5.6985, -0.7481])","[tensor(0.0034), tensor(0.4733)]",0.019469664,0.46951010823249817,0.0015859872,12.276053,-3.9388978,-1.9694489240646362,0.6110088
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,14,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.

Choose one of the following options and return the label of that option.
A. More than 50 percent
B. Less than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the boxes have a toy in them.,Critical,Full,Yes,Yes,Under50,A,Less than 50 percent,More than 50 percent,More than 50 percent,A,"tensor([-5.5849, -2.6956])","[tensor(0.0038), tensor(0.0675)]",tensor([-8.3492]),"tensor([-3.4249, -1.9899])","[tensor(0.0326), tensor(0.1367)]",0.00025342125,0.03562867268919945,0.004450507,0.05694211,-8.2804575,-4.140228748321533,1.5292445
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,14,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The cereal boxes of Brian's favorite kind of cereal almost always have a toy in them. Today Brian is checking the 3 boxes he just bought. Brian tells you on the phone: I have now looked in 3 of the 3 cereal boxes, and given what I saw, I can tell you that some of today's cereal boxes have toys in them.

Choose one of the following options and return the label of that option.
A. More than 50 percent
B. Less than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the boxes have a toy in them.,Critical,Full,Yes,Yes,Under50,B,More than 50 percent,Less than 50 percent,Less than 50 percent,B,"tensor([-5.5849, -0.2815])","[tensor(0.0038), tensor(0.7546)]",tensor([-9.4039]),"tensor([-3.4249, -1.5446])","[tensor(0.0326), tensor(0.2134)]",0.0028330686,0.3791954815387726,0.0069471444,0.40780333,-5.866395,-2.933197498321533,1.1804978
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question,Did Sally check all of today's fruit baskets? ,Critical,Partial,No,Yes,Over50,A,Yes,Yes,Yes,A,"tensor([-6.6946, -3.3354])","[tensor(0.0012), tensor(0.0356)]",tensor([-8.3492]),"tensor([-7.5789, -0.8132])","[tensor(0.0005), tensor(0.4434)]",4.4059554e-05,0.018419649451971054,0.00022663505,0.19440751,-10.029968,-5.014984130859375,1.1951579
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question,Did Sally check all of today's fruit baskets? ,Critical,Partial,No,Yes,Over50,B,No,No,No,B,"tensor([-6.6946, -0.0854])","[tensor(0.0012), tensor(0.9182)]",tensor([-9.4039]),"tensor([-7.5789, -4.5476])","[tensor(0.0005), tensor(0.0106)]",0.0011363109,0.45970913767814636,5.4138804e-06,209.88843,-6.7799683,-3.389984130859375,0.5591014
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question2,Did Sally say that some of today's baskets have apples in them? ,Critical,Partial,No,Yes,Over50,A,Yes,Yes,Yes,A,"tensor([-4.3003, -0.0197])","[tensor(0.0136), tensor(0.9805)]",tensor([-8.3492]),"tensor([-7.5789, -0.8132])","[tensor(0.0005), tensor(0.4434)]",0.0133001115,0.4970143139362335,0.00022663505,58.68515,-4.3199825,-2.1599912643432617,0.5147635
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question2,Did Sally say that some of today's baskets have apples in them? ,Critical,Partial,No,Yes,Over50,B,No,No,No,B,"tensor([-4.3003, -8.2619])","[tensor(0.0136), tensor(0.0003)]",tensor([-9.4039]),"tensor([-7.5789, -4.5476])","[tensor(0.0005), tensor(0.0106)]",3.5020216e-06,0.0069116451777517796,5.4138804e-06,0.6468598,-12.56217,-6.281085014343262,1.0359232
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the baskets have apples in them.,Critical,Partial,No,Yes,Over50,A,Less than 50 percent,Less than 50 percent,Less than 50 percent,A,"tensor([-7.5142, -0.5735])","[tensor(0.0005), tensor(0.5636)]",tensor([-8.3492]),"tensor([-5.1850, -0.8407])","[tensor(0.0056), tensor(0.4314)]",0.00030731596,0.2820597290992737,0.002416087,0.12719573,-8.087634,-4.043817043304443,1.342211
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,17,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The fruit baskets at Star Market almost always have apples in them. Today Sally needs to check whether 3 fruit baskets have apples in them. Sally tells you on the phone: I have now checked 2 of the 3 baskets, and given what I saw, I can tell you that some of today's baskets have apples in them.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the baskets have apples in them.,Critical,Partial,No,Yes,Over50,B,More than 50 percent,More than 50 percent,More than 50 percent,B,"tensor([-7.5142, -1.6047])","[tensor(0.0005), tensor(0.2009)]",tensor([-9.4039]),"tensor([-5.1850, -3.8875])","[tensor(0.0056), tensor(0.0205)]",0.0001095769,0.10074692964553833,0.00011478142,0.9546571,-9.118884,-4.559442043304443,1.0051147
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Alice check all of today's manuscripts? ,Critical,Full,Yes,Yes,Under50,A,Yes,No,No,A,"tensor([-6.2811, -0.0477])","[tensor(0.0019), tensor(0.9534)]",tensor([-8.3492]),"tensor([-4.7109, -6.3859])","[tensor(0.0090), tensor(0.0017)]",0.001784305,0.47765815258026123,1.51614195e-05,117.687195,-6.3287263,-3.164363145828247,0.5703222
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question,Did Alice check all of today's manuscripts? ,Critical,Full,Yes,Yes,Under50,B,No,Yes,Yes,B,"tensor([-6.2811, -5.1414])","[tensor(0.0019), tensor(0.0058)]",tensor([-9.4039]),"tensor([-4.7109, -0.2609])","[tensor(0.0090), tensor(0.7704)]",1.0946657e-05,0.0038603926077485085,0.0069309627,0.0015793848,-11.422476,-5.711237907409668,2.297473
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Alice say that some of today's manuscripts have typos? ,Critical,Full,Yes,Yes,Under50,A,Yes,No,No,A,"tensor([-5.1346, -4.6814])","[tensor(0.0059), tensor(0.0093)]",tensor([-8.3492]),"tensor([-4.7109, -6.3859])","[tensor(0.0090), tensor(0.0017)]",5.457006e-05,0.0075775980949401855,1.51614195e-05,3.5992713,-9.816025,-4.908012390136719,0.8845851
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. No
B. Yes
Your answer:
",Question2,Did Alice say that some of today's manuscripts have typos? ,Critical,Full,Yes,Yes,Under50,B,No,Yes,Yes,B,"tensor([-5.1346, -0.0174])","[tensor(0.0059), tensor(0.9828)]",tensor([-9.4039]),"tensor([-4.7109, -0.2609])","[tensor(0.0090), tensor(0.7704)]",0.005788033,0.49433693289756775,0.0069309627,0.83509797,-5.1519628,-2.575981378555298,1.0362461
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the manuscripts have typos in them.,Critical,Full,Yes,Yes,Under50,A,Less than 50 percent,Less than 50 percent,Less than 50 percent,A,"tensor([-6.4540, -3.5223])","[tensor(0.0016), tensor(0.0295)]",tensor([-8.3492]),"tensor([-3.6801, -1.2582])","[tensor(0.0252), tensor(0.2842)]",4.6491143e-05,0.015553548000752926,0.00716656,0.006487233,-9.976249,-4.988124370574951,2.0201666
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,20,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

The manuscripts that Alice edits almost always have typos in them. Today Alice needs to check 3 manuscripts for typos. She tells you on the phone: I have now checked 3 of the 3 manuscripts, and given what I saw, I can tell you that some of today's manuscripts have typos.

Choose one of the following options and return the label of that option.
A. Less than 50 percent
B. More than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the manuscripts have typos in them.,Critical,Full,Yes,Yes,Under50,B,More than 50 percent,More than 50 percent,More than 50 percent,B,"tensor([-6.4540, -0.0926])","[tensor(0.0016), tensor(0.9116)]",tensor([-9.4039]),"tensor([-3.6801, -1.1176])","[tensor(0.0252), tensor(0.3271)]",0.0014350418,0.4565826952457428,0.008248659,0.17397274,-6.5465612,-3.273280620574951,1.3645195
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question,Did Mark check all of today's exams? ,Critical,Partial,No,Yes,Over50,A,Yes,Yes,Yes,A,"tensor([-6.0149, -1.4625])","[tensor(0.0024), tensor(0.2317)]",tensor([-8.3492]),"tensor([-6.7324, -0.7549])","[tensor(0.0012), tensor(0.4701)]",0.000565737,0.11705154925584793,0.0005601527,1.0099692,-7.477381,-3.7386906147003174,0.99867505
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question,Did Mark check all of today's exams? ,Critical,Partial,No,Yes,Over50,B,No,No,No,B,"tensor([-6.0149, -0.3687])","[tensor(0.0024), tensor(0.6916)]",tensor([-9.4039]),"tensor([-6.7324, -3.2392])","[tensor(0.0012), tensor(0.0392)]",0.0016889786,0.3470270335674286,4.6704215e-05,36.163303,-6.383631,-3.1918156147003174,0.64017636
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question2,Did Mark say that some of today's students have passed the exam? ,Critical,Partial,No,Yes,Over50,A,Yes,Yes,Yes,A,"tensor([-4.0417, -0.0335])","[tensor(0.0176), tensor(0.9670)]",tensor([-8.3492]),"tensor([-6.7324, -0.7549])","[tensor(0.0012), tensor(0.4701)]",0.0169889,0.49229568243026733,0.0005601527,30.32905,-4.075195,-2.037597417831421,0.5442809
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. Yes
B. No
Your answer:
",Question2,Did Mark say that some of today's students have passed the exam? ,Critical,Partial,No,Yes,Over50,B,No,No,No,B,"tensor([-4.0417, -6.9398])","[tensor(0.0176), tensor(0.0010)]",tensor([-9.4039]),"tensor([-6.7324, -3.2392])","[tensor(0.0012), tensor(0.0392)]",1.7014498e-05,0.009268363006412983,4.6704215e-05,0.36430326,-10.981445,-5.49072265625,1.1012638
mistralai/Mistral-7B-Instruct-v0.2,0.1,0,23,Scalar_Implicatures,"You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.","You will read a short story that describes an everyday situation. Your task is to answer a question about the story.

Students in Mark's introductory bio class almost always pass the exam. Today Mark needs to check whether 3 students passed the exam. Mark tells you on the phone: I have now checked 2 of the 3 exams, and given what I saw, I can tell you that some of today's students passed the exam.

Choose one of the following options and return the label of that option.
A. More than 50 percent
B. Less than 50 percent
Your answer:
",Question3,Estimate (in percent) how likely it is that all 3 of the students passed the exam.,Critical,Partial,No,Yes,Over50,A,Less than 50 percent,More than 50 percent,More than 50 percent,A,"tensor([-5.2046, -2.9722])","[tensor(0.0055), tensor(0.0512)]",tensor([-8.3492]),"tensor([-4.7782, -0.7604])","[tensor(0.0084), tensor(0.4675)]",0.00028108546,0.028340265154838562,0.0039320313,0.07148607,-8.176851,-4.088425636291504,1.4763392
