phenomenon,item_id,model,answer_label_complex,prob,seed
Humor,21,Human,CorrectNonLiteral,0.8368983957219251,
Humor,21,Human,FunnyNonSequitur,0.026737967914438502,
Humor,21,Human,IncorrectStraightforward,0.06684491978609626,
Humor,21,Human,NeutralNonSequitur,0.00267379679144385,
Humor,22,Human,AssociativeNonSequitur,0.01871657754010695,
Humor,22,Human,CorrectNonLiteral,0.8983957219251337,
Humor,22,Human,FunnyNonSequitur,0.026737967914438502,
Humor,22,Human,IncorrectStraightforward,0.0374331550802139,
Humor,22,Human,NeutralNonSequitur,0.01871657754010695,
Humor,23,Human,AssociativeNonSequitur,0.0053475935828877,
Humor,23,Human,CorrectNonLiteral,0.8529411764705882,
Humor,23,Human,FunnyNonSequitur,0.0053475935828877,
Humor,23,Human,IncorrectStraightforward,0.12834224598930483,
Humor,23,Human,NeutralNonSequitur,0.008021390374331552,
Humor,24,Human,AssociativeNonSequitur,0.06951871657754011,
Humor,24,Human,CorrectNonLiteral,0.8716577540106952,
Humor,24,Human,FunnyNonSequitur,0.013368983957219251,
Humor,24,Human,IncorrectStraightforward,0.0374331550802139,
Humor,24,Human,NeutralNonSequitur,0.008021390374331552,
Humor,25,Human,AssociativeNonSequitur,0.026737967914438502,
Humor,25,Human,CorrectNonLiteral,0.8636363636363636,
Humor,25,Human,FunnyNonSequitur,0.058823529411764705,
Humor,25,Human,IncorrectStraightforward,0.0427807486631016,
Humor,25,Human,NeutralNonSequitur,0.008021390374331552,
Irony,1,Human,CorrectNonLiteral,0.7647058823529411,
Irony,1,Human,IncorrectAssociate,0.0053475935828877,
Irony,1,Human,IncorrectLiteral,0.22192513368983957,
Irony,1,Human,IncorrectNonSequitur,0.008021390374331552,
Irony,2,Human,CorrectNonLiteral,0.9705882352941176,
Irony,2,Human,IncorrectAssociate,0.013368983957219251,
Irony,2,Human,IncorrectLiteral,0.016042780748663103,
Irony,2,Human,IncorrectNonSequitur,0.0,
Irony,3,Human,CorrectNonLiteral,0.6711229946524064,
Irony,3,Human,IncorrectAssociate,0.2192513368983957,
Irony,3,Human,IncorrectLiteral,0.10962566844919786,
Irony,3,Human,IncorrectNonSequitur,0.0,
Irony,4,Human,CorrectNonLiteral,0.983957219251337,
Irony,4,Human,IncorrectAssociate,0.0,
Irony,4,Human,IncorrectLiteral,0.0,
Irony,4,Human,IncorrectNonSequitur,0.016042780748663103,
Irony,5,Human,CorrectNonLiteral,0.9812834224598931,
Irony,5,Human,IncorrectAssociate,0.0053475935828877,
Irony,5,Human,IncorrectLiteral,0.0106951871657754,
Irony,5,Human,IncorrectNonSequitur,0.00267379679144385,
Irony,6,Human,CorrectNonLiteral,0.9545454545454546,
Irony,6,Human,IncorrectAssociate,0.0,
Irony,6,Human,IncorrectLiteral,0.040106951871657755,
Irony,6,Human,IncorrectNonSequitur,0.0053475935828877,
Irony,7,Human,CorrectNonLiteral,0.9144385026737968,
Irony,7,Human,IncorrectAssociate,0.034759358288770054,
Irony,7,Human,IncorrectLiteral,0.0427807486631016,
Irony,7,Human,IncorrectNonSequitur,0.008021390374331552,
Irony,8,Human,CorrectNonLiteral,0.9518716577540107,
Irony,8,Human,IncorrectAssociate,0.0053475935828877,
Irony,8,Human,IncorrectLiteral,0.040106951871657755,
Irony,8,Human,IncorrectNonSequitur,0.00267379679144385,
Irony,9,Human,CorrectNonLiteral,0.9652406417112299,
Irony,9,Human,IncorrectAssociate,0.0053475935828877,
Irony,9,Human,IncorrectLiteral,0.026737967914438502,
Irony,9,Human,IncorrectNonSequitur,0.00267379679144385,
Irony,10,Human,CorrectNonLiteral,0.9705882352941176,
Irony,10,Human,IncorrectAssociate,0.00267379679144385,
Irony,10,Human,IncorrectLiteral,0.0213903743315508,
Irony,10,Human,IncorrectNonSequitur,0.0053475935828877,
Irony,11,Human,CorrectNonLiteral,0.93048128342246,
Irony,11,Human,IncorrectAssociate,0.026737967914438502,
Irony,11,Human,IncorrectLiteral,0.034759358288770054,
Irony,11,Human,IncorrectNonSequitur,0.008021390374331552,
Irony,12,Human,CorrectNonLiteral,0.9518716577540107,
Irony,12,Human,IncorrectAssociate,0.008021390374331552,
Irony,12,Human,IncorrectLiteral,0.03208556149732621,
Irony,12,Human,IncorrectNonSequitur,0.008021390374331552,
Irony,13,Human,CorrectNonLiteral,0.9598930481283422,
Irony,13,Human,IncorrectAssociate,0.00267379679144385,
Irony,13,Human,IncorrectLiteral,0.0374331550802139,
Irony,13,Human,IncorrectNonSequitur,0.0,
Irony,14,Human,CorrectNonLiteral,0.9358288770053476,
Irony,14,Human,IncorrectAssociate,0.016042780748663103,
Irony,14,Human,IncorrectLiteral,0.040106951871657755,
Irony,14,Human,IncorrectNonSequitur,0.008021390374331552,
Irony,15,Human,CorrectNonLiteral,0.7379679144385026,
Irony,15,Human,IncorrectAssociate,0.008021390374331552,
Irony,15,Human,IncorrectLiteral,0.2540106951871658,
Irony,15,Human,IncorrectNonSequitur,0.0,
Irony,16,Human,CorrectNonLiteral,0.93048128342246,
Irony,16,Human,IncorrectAssociate,0.0,
Irony,16,Human,IncorrectLiteral,0.06951871657754011,
Irony,16,Human,IncorrectNonSequitur,0.0,
Irony,17,Human,CorrectNonLiteral,0.9117647058823529,
Irony,17,Human,IncorrectAssociate,0.03208556149732621,
Irony,17,Human,IncorrectLiteral,0.0427807486631016,
Irony,17,Human,IncorrectNonSequitur,0.013368983957219251,
Irony,18,Human,CorrectNonLiteral,0.9278074866310161,
Irony,18,Human,IncorrectAssociate,0.013368983957219251,
Irony,18,Human,IncorrectLiteral,0.053475935828877004,
Irony,18,Human,IncorrectNonSequitur,0.0053475935828877,
Irony,19,Human,CorrectNonLiteral,0.9705882352941176,
Irony,19,Human,IncorrectAssociate,0.0053475935828877,
Irony,19,Human,IncorrectLiteral,0.01871657754010695,
Irony,19,Human,IncorrectNonSequitur,0.0053475935828877,
Irony,20,Human,CorrectNonLiteral,0.9278074866310161,
Irony,20,Human,IncorrectAssociate,0.026737967914438502,
Irony,20,Human,IncorrectLiteral,0.0213903743315508,
Irony,20,Human,IncorrectNonSequitur,0.02406417112299465,
Irony,21,Human,CorrectNonLiteral,0.93048128342246,
Irony,21,Human,IncorrectAssociate,0.0053475935828877,
Irony,21,Human,IncorrectLiteral,0.06149732620320856,
Irony,21,Human,IncorrectNonSequitur,0.00267379679144385,
Irony,22,Human,CorrectNonLiteral,0.8743315508021391,
Irony,22,Human,IncorrectAssociate,0.008021390374331552,
Irony,22,Human,IncorrectLiteral,0.11764705882352941,
Irony,22,Human,IncorrectNonSequitur,0.0,
Irony,23,Human,CorrectNonLiteral,0.9438502673796791,
Irony,23,Human,IncorrectAssociate,0.00267379679144385,
Irony,23,Human,IncorrectLiteral,0.045454545454545456,
Irony,23,Human,IncorrectNonSequitur,0.008021390374331552,
Irony,24,Human,CorrectNonLiteral,0.9572192513368984,
Irony,24,Human,IncorrectAssociate,0.013368983957219251,
Irony,24,Human,IncorrectLiteral,0.029411764705882353,
Irony,24,Human,IncorrectNonSequitur,0.0,
Irony,25,Human,CorrectNonLiteral,0.9679144385026738,
Irony,25,Human,IncorrectAssociate,0.0,
Irony,25,Human,IncorrectLiteral,0.026737967914438502,
Irony,25,Human,IncorrectNonSequitur,0.0053475935828877,
IndirectSpeech,1,Human,CorrectNonLiteral,0.9010695187165776,
IndirectSpeech,1,Human,IncorrectAssociative,0.0,
IndirectSpeech,1,Human,IncorrectLexicalOverlap,0.0,
IndirectSpeech,1,Human,IncorrectLiteral,0.09893048128342247,
IndirectSpeech,2,Human,CorrectNonLiteral,0.606951871657754,
IndirectSpeech,2,Human,IncorrectAssociative,0.00267379679144385,
IndirectSpeech,2,Human,IncorrectLexicalOverlap,0.0106951871657754,
IndirectSpeech,2,Human,IncorrectLiteral,0.37967914438502676,
IndirectSpeech,3,Human,CorrectNonLiteral,0.7994652406417112,
IndirectSpeech,3,Human,IncorrectAssociative,0.008021390374331552,
IndirectSpeech,3,Human,IncorrectLexicalOverlap,0.0,
IndirectSpeech,3,Human,IncorrectLiteral,0.1925133689839572,
IndirectSpeech,4,Human,CorrectNonLiteral,0.9197860962566845,
IndirectSpeech,4,Human,IncorrectAssociative,0.00267379679144385,
IndirectSpeech,4,Human,IncorrectLexicalOverlap,0.0053475935828877,
IndirectSpeech,4,Human,IncorrectLiteral,0.07219251336898395,
IndirectSpeech,5,Human,CorrectNonLiteral,0.9598930481283422,
IndirectSpeech,5,Human,IncorrectAssociative,0.0,
IndirectSpeech,5,Human,IncorrectLexicalOverlap,0.0,
IndirectSpeech,5,Human,IncorrectLiteral,0.040106951871657755,
IndirectSpeech,6,Human,CorrectNonLiteral,0.37433155080213903,
IndirectSpeech,6,Human,IncorrectAssociative,0.00267379679144385,
IndirectSpeech,6,Human,IncorrectLexicalOverlap,0.00267379679144385,
IndirectSpeech,6,Human,IncorrectLiteral,0.6203208556149733,
IndirectSpeech,7,Human,CorrectNonLiteral,0.893048128342246,
IndirectSpeech,7,Human,IncorrectAssociative,0.0,
IndirectSpeech,7,Human,IncorrectLexicalOverlap,0.00267379679144385,
IndirectSpeech,7,Human,IncorrectLiteral,0.10427807486631016,
IndirectSpeech,8,Human,CorrectNonLiteral,0.9064171122994652,
IndirectSpeech,8,Human,IncorrectAssociative,0.0,
IndirectSpeech,8,Human,IncorrectLexicalOverlap,0.0,
IndirectSpeech,8,Human,IncorrectLiteral,0.09358288770053476,
IndirectSpeech,9,Human,CorrectNonLiteral,0.8422459893048129,
IndirectSpeech,9,Human,IncorrectAssociative,0.0,
IndirectSpeech,9,Human,IncorrectLexicalOverlap,0.00267379679144385,
IndirectSpeech,9,Human,IncorrectLiteral,0.15508021390374332,
IndirectSpeech,10,Human,CorrectNonLiteral,0.9786096256684492,
IndirectSpeech,10,Human,IncorrectAssociative,0.0,
IndirectSpeech,10,Human,IncorrectLexicalOverlap,0.0,
IndirectSpeech,10,Human,IncorrectLiteral,0.0213903743315508,
IndirectSpeech,11,Human,CorrectNonLiteral,0.9385026737967914,
IndirectSpeech,11,Human,IncorrectAssociative,0.0,
IndirectSpeech,11,Human,IncorrectLexicalOverlap,0.00267379679144385,
IndirectSpeech,11,Human,IncorrectLiteral,0.058823529411764705,
IndirectSpeech,12,Human,CorrectNonLiteral,0.9598930481283422,
IndirectSpeech,12,Human,IncorrectAssociative,0.0,
IndirectSpeech,12,Human,IncorrectLexicalOverlap,0.008021390374331552,
IndirectSpeech,12,Human,IncorrectLiteral,0.03208556149732621,
IndirectSpeech,13,Human,CorrectNonLiteral,0.9759358288770054,
IndirectSpeech,13,Human,IncorrectAssociative,0.0053475935828877,
IndirectSpeech,13,Human,IncorrectLexicalOverlap,0.0,
IndirectSpeech,13,Human,IncorrectLiteral,0.01871657754010695,
IndirectSpeech,14,Human,CorrectNonLiteral,0.8770053475935828,
IndirectSpeech,14,Human,IncorrectAssociative,0.0,
IndirectSpeech,14,Human,IncorrectLexicalOverlap,0.0,
IndirectSpeech,14,Human,IncorrectLiteral,0.12299465240641712,
IndirectSpeech,15,Human,CorrectNonLiteral,0.9732620320855615,
IndirectSpeech,15,Human,IncorrectAssociative,0.0,
IndirectSpeech,15,Human,IncorrectLexicalOverlap,0.00267379679144385,
IndirectSpeech,15,Human,IncorrectLiteral,0.02406417112299465,
IndirectSpeech,16,Human,CorrectNonLiteral,0.9786096256684492,
IndirectSpeech,16,Human,IncorrectAssociative,0.0,
IndirectSpeech,16,Human,IncorrectLexicalOverlap,0.0053475935828877,
IndirectSpeech,16,Human,IncorrectLiteral,0.016042780748663103,
IndirectSpeech,17,Human,CorrectNonLiteral,0.9411764705882353,
IndirectSpeech,17,Human,IncorrectAssociative,0.0,
IndirectSpeech,17,Human,IncorrectLexicalOverlap,0.0106951871657754,
IndirectSpeech,17,Human,IncorrectLiteral,0.0481283422459893,
IndirectSpeech,18,Human,CorrectNonLiteral,0.9598930481283422,
IndirectSpeech,18,Human,IncorrectAssociative,0.00267379679144385,
IndirectSpeech,18,Human,IncorrectLexicalOverlap,0.00267379679144385,
IndirectSpeech,18,Human,IncorrectLiteral,0.034759358288770054,
IndirectSpeech,19,Human,CorrectNonLiteral,0.9759358288770054,
IndirectSpeech,19,Human,IncorrectAssociative,0.0,
IndirectSpeech,19,Human,IncorrectLexicalOverlap,0.0106951871657754,
IndirectSpeech,19,Human,IncorrectLiteral,0.013368983957219251,
IndirectSpeech,20,Human,CorrectNonLiteral,0.9572192513368984,
IndirectSpeech,20,Human,IncorrectAssociative,0.0,
IndirectSpeech,20,Human,IncorrectLexicalOverlap,0.0053475935828877,
IndirectSpeech,20,Human,IncorrectLiteral,0.0374331550802139,
Deceits,1,Human,CorrectNonLiteral,0.7914438502673797,
Deceits,1,Human,IncorrectLiteral,0.15508021390374332,
Deceits,1,Human,IncorrectNonLiteralLexicalOverlap,0.0106951871657754,
Deceits,1,Human,IncorrectNonLiteralSocialConvention,0.0427807486631016,
Deceits,2,Human,CorrectNonLiteral,0.7032085561497327,
Deceits,2,Human,IncorrectLiteral,0.28609625668449196,
Deceits,2,Human,IncorrectNonLiteralLexicalOverlap,0.0053475935828877,
Deceits,2,Human,IncorrectNonLiteralSocialConvention,0.0053475935828877,
Deceits,3,Human,CorrectNonLiteral,0.9786096256684492,
Deceits,3,Human,IncorrectLiteral,0.008021390374331552,
Deceits,3,Human,IncorrectNonLiteralLexicalOverlap,0.0106951871657754,
Deceits,3,Human,IncorrectNonLiteralSocialConvention,0.00267379679144385,
Deceits,4,Human,CorrectNonLiteral,0.9171122994652406,
Deceits,4,Human,IncorrectLiteral,0.053475935828877004,
Deceits,4,Human,IncorrectNonLiteralLexicalOverlap,0.0053475935828877,
Deceits,4,Human,IncorrectNonLiteralSocialConvention,0.02406417112299465,
Deceits,5,Human,CorrectNonLiteral,0.93048128342246,
Deceits,5,Human,IncorrectLiteral,0.045454545454545456,
Deceits,5,Human,IncorrectNonLiteralLexicalOverlap,0.013368983957219251,
Deceits,5,Human,IncorrectNonLiteralSocialConvention,0.0106951871657754,
Deceits,6,Human,CorrectNonLiteral,0.8689839572192514,
Deceits,6,Human,IncorrectLiteral,0.013368983957219251,
Deceits,6,Human,IncorrectNonLiteralLexicalOverlap,0.03208556149732621,
Deceits,6,Human,IncorrectNonLiteralSocialConvention,0.0855614973262032,
Deceits,7,Human,CorrectNonLiteral,0.9411764705882353,
Deceits,7,Human,IncorrectLiteral,0.02406417112299465,
Deceits,7,Human,IncorrectNonLiteralLexicalOverlap,0.013368983957219251,
Deceits,7,Human,IncorrectNonLiteralSocialConvention,0.0213903743315508,
Deceits,8,Human,CorrectNonLiteral,0.9411764705882353,
Deceits,8,Human,IncorrectLiteral,0.02406417112299465,
Deceits,8,Human,IncorrectNonLiteralLexicalOverlap,0.026737967914438502,
Deceits,8,Human,IncorrectNonLiteralSocialConvention,0.008021390374331552,
Deceits,9,Human,CorrectNonLiteral,0.8529411764705882,
Deceits,9,Human,IncorrectLiteral,0.08021390374331551,
Deceits,9,Human,IncorrectNonLiteralLexicalOverlap,0.06149732620320856,
Deceits,9,Human,IncorrectNonLiteralSocialConvention,0.0053475935828877,
Deceits,10,Human,CorrectNonLiteral,0.9598930481283422,
Deceits,10,Human,IncorrectLiteral,0.026737967914438502,
Deceits,10,Human,IncorrectNonLiteralLexicalOverlap,0.013368983957219251,
Deceits,10,Human,IncorrectNonLiteralSocialConvention,0.0,
Deceits,11,Human,CorrectNonLiteral,0.8983957219251337,
Deceits,11,Human,IncorrectLiteral,0.040106951871657755,
Deceits,11,Human,IncorrectNonLiteralLexicalOverlap,0.01871657754010695,
Deceits,11,Human,IncorrectNonLiteralSocialConvention,0.0427807486631016,
Deceits,12,Human,CorrectNonLiteral,0.6176470588235294,
Deceits,12,Human,IncorrectLiteral,0.3449197860962567,
Deceits,12,Human,IncorrectNonLiteralLexicalOverlap,0.0213903743315508,
Deceits,12,Human,IncorrectNonLiteralSocialConvention,0.016042780748663103,
Deceits,13,Human,CorrectNonLiteral,0.9117647058823529,
Deceits,13,Human,IncorrectLiteral,0.034759358288770054,
Deceits,13,Human,IncorrectNonLiteralLexicalOverlap,0.0374331550802139,
Deceits,13,Human,IncorrectNonLiteralSocialConvention,0.016042780748663103,
Deceits,14,Human,CorrectNonLiteral,0.6978609625668449,
Deceits,14,Human,IncorrectLiteral,0.21122994652406418,
Deceits,14,Human,IncorrectNonLiteralLexicalOverlap,0.016042780748663103,
Deceits,14,Human,IncorrectNonLiteralSocialConvention,0.0748663101604278,
Deceits,15,Human,CorrectNonLiteral,0.7807486631016043,
Deceits,15,Human,IncorrectLiteral,0.19518716577540107,
Deceits,15,Human,IncorrectNonLiteralLexicalOverlap,0.013368983957219251,
Deceits,15,Human,IncorrectNonLiteralSocialConvention,0.0106951871657754,
Deceits,16,Human,CorrectNonLiteral,0.5294117647058824,
Deceits,16,Human,IncorrectLiteral,0.4304812834224599,
Deceits,16,Human,IncorrectNonLiteralLexicalOverlap,0.016042780748663103,
Deceits,16,Human,IncorrectNonLiteralSocialConvention,0.02406417112299465,
Deceits,17,Human,CorrectNonLiteral,0.9331550802139037,
Deceits,17,Human,IncorrectLiteral,0.0481283422459893,
Deceits,17,Human,IncorrectNonLiteralLexicalOverlap,0.016042780748663103,
Deceits,17,Human,IncorrectNonLiteralSocialConvention,0.00267379679144385,
Deceits,18,Human,CorrectNonLiteral,0.946524064171123,
Deceits,18,Human,IncorrectLiteral,0.03208556149732621,
Deceits,18,Human,IncorrectNonLiteralLexicalOverlap,0.013368983957219251,
Deceits,18,Human,IncorrectNonLiteralSocialConvention,0.008021390374331552,
Deceits,19,Human,CorrectNonLiteral,0.8449197860962567,
Deceits,19,Human,IncorrectLiteral,0.0962566844919786,
Deceits,19,Human,IncorrectNonLiteralLexicalOverlap,0.053475935828877004,
Deceits,19,Human,IncorrectNonLiteralSocialConvention,0.0053475935828877,
Deceits,20,Human,CorrectNonLiteral,0.7941176470588235,
Deceits,20,Human,IncorrectLiteral,0.18181818181818182,
Deceits,20,Human,IncorrectNonLiteralLexicalOverlap,0.01871657754010695,
Deceits,20,Human,IncorrectNonLiteralSocialConvention,0.0053475935828877,
Maxims,1,Human,CorrectNonLiteral,0.7887700534759359,
Maxims,1,Human,IncorrectAssociate,0.008021390374331552,
Maxims,1,Human,IncorrectLiteral,0.17914438502673796,
Maxims,1,Human,IncorrectNonLiteral,0.02406417112299465,
Maxims,2,Human,CorrectNonLiteral,0.7914438502673797,
Maxims,2,Human,IncorrectAssociate,0.05614973262032086,
Maxims,2,Human,IncorrectLiteral,0.12299465240641712,
Maxims,2,Human,IncorrectNonLiteral,0.029411764705882353,
Maxims,3,Human,CorrectNonLiteral,0.9385026737967914,
Maxims,3,Human,IncorrectAssociate,0.013368983957219251,
Maxims,3,Human,IncorrectLiteral,0.0213903743315508,
Maxims,3,Human,IncorrectNonLiteral,0.026737967914438502,
Maxims,4,Human,CorrectNonLiteral,0.9598930481283422,
Maxims,4,Human,IncorrectAssociate,0.0,
Maxims,4,Human,IncorrectLiteral,0.0213903743315508,
Maxims,4,Human,IncorrectNonLiteral,0.01871657754010695,
Maxims,5,Human,CorrectNonLiteral,0.6096256684491979,
Maxims,5,Human,IncorrectAssociate,0.0,
Maxims,5,Human,IncorrectLiteral,0.3235294117647059,
Maxims,5,Human,IncorrectNonLiteral,0.06684491978609626,
Maxims,6,Human,CorrectNonLiteral,0.7754010695187166,
Maxims,6,Human,IncorrectAssociate,0.013368983957219251,
Maxims,6,Human,IncorrectLiteral,0.18983957219251338,
Maxims,6,Human,IncorrectNonLiteral,0.0213903743315508,
Maxims,7,Human,CorrectNonLiteral,0.7406417112299465,
Maxims,7,Human,IncorrectAssociate,0.18716577540106952,
Maxims,7,Human,IncorrectLiteral,0.05614973262032086,
Maxims,7,Human,IncorrectNonLiteral,0.016042780748663103,
Maxims,8,Human,CorrectNonLiteral,0.6657754010695187,
Maxims,8,Human,IncorrectAssociate,0.008021390374331552,
Maxims,8,Human,IncorrectLiteral,0.3074866310160428,
Maxims,8,Human,IncorrectNonLiteral,0.01871657754010695,
Maxims,9,Human,CorrectNonLiteral,0.6096256684491979,
Maxims,9,Human,IncorrectAssociate,0.08823529411764706,
Maxims,9,Human,IncorrectLiteral,0.22192513368983957,
Maxims,9,Human,IncorrectNonLiteral,0.08021390374331551,
Maxims,10,Human,CorrectNonLiteral,0.9197860962566845,
Maxims,10,Human,IncorrectAssociate,0.0053475935828877,
Maxims,10,Human,IncorrectLiteral,0.07219251336898395,
Maxims,10,Human,IncorrectNonLiteral,0.00267379679144385,
Maxims,11,Human,CorrectNonLiteral,0.8983957219251337,
Maxims,11,Human,IncorrectAssociate,0.029411764705882353,
Maxims,11,Human,IncorrectLiteral,0.06149732620320856,
Maxims,11,Human,IncorrectNonLiteral,0.0106951871657754,
Maxims,12,Human,CorrectNonLiteral,0.660427807486631,
Maxims,12,Human,IncorrectAssociate,0.0053475935828877,
Maxims,12,Human,IncorrectLiteral,0.24331550802139038,
Maxims,12,Human,IncorrectNonLiteral,0.09090909090909091,
Maxims,14,Human,CorrectNonLiteral,0.7914438502673797,
Maxims,14,Human,IncorrectAssociate,0.03208556149732621,
Maxims,14,Human,IncorrectLiteral,0.07754010695187166,
Maxims,14,Human,IncorrectNonLiteral,0.09893048128342247,
Maxims,15,Human,CorrectNonLiteral,0.7727272727272727,
Maxims,15,Human,IncorrectAssociate,0.09090909090909091,
Maxims,15,Human,IncorrectLiteral,0.058823529411764705,
Maxims,15,Human,IncorrectNonLiteral,0.07754010695187166,
Maxims,16,Human,CorrectNonLiteral,0.9625668449197861,
Maxims,16,Human,IncorrectAssociate,0.0053475935828877,
