metric_formula,model_name,seed,item_id,phenomenon,metric,label_type,target,distractor_prob
sentence_cond_probs,google/flan-t5-xl,0,3,coherence,label_score,label_alpha,0.44373877263941036,0.5562612273605896
sentence_mi,google/flan-t5-xl,0,3,coherence,label_score,label_alpha,0.36086035583506343,0.6391396441649366
sentence_mi_surprisal,google/flan-t5-xl,0,3,coherence,label_score,label_alpha,0.5617405586159802,0.43825944138401984
sentence_surprisal,google/flan-t5-xl,0,3,coherence,label_score,label_alpha,0.5293989175706605,0.4706010824293395
mean_sentence_cond_probs,google/flan-t5-xl,0,3,coherence,label_score,label_numeric,0.5312018924419337,0.4687981075580663
mean_sentence_surprisal,google/flan-t5-xl,0,3,coherence,label_score,label_numeric,0.48046309038022583,0.5195369096197742
sentence_cond_probs,google/flan-t5-xl,0,3,coherence,label_score,label_numeric,0.5312018924419337,0.4687981075580663
sentence_mi,google/flan-t5-xl,0,3,coherence,label_score,label_numeric,0.80878241070392,0.19121758929608001
sentence_mi_surprisal,google/flan-t5-xl,0,3,coherence,label_score,label_numeric,0.38348036468321295,0.616519635316787
sentence_surprisal,google/flan-t5-xl,0,3,coherence,label_score,label_numeric,0.48046309038022583,0.5195369096197742
mean_sentence_cond_probs,google/flan-t5-xl,0,4,coherence,label_score,label_alpha,0.3285562570821335,0.6714437429178666
mean_sentence_surprisal,google/flan-t5-xl,0,4,coherence,label_score,label_alpha,0.5957034365177887,0.4042965634822113
sentence_cond_probs,google/flan-t5-xl,0,4,coherence,label_score,label_alpha,0.3285562570821335,0.6714437429178666
sentence_mi,google/flan-t5-xl,0,4,coherence,label_score,label_alpha,0.3484088930229575,0.6515911069770425
sentence_mi_surprisal,google/flan-t5-xl,0,4,coherence,label_score,label_alpha,0.5869309789464345,0.41306902105356547
sentence_surprisal,google/flan-t5-xl,0,4,coherence,label_score,label_alpha,0.5957034365177887,0.4042965634822113
mean_sentence_cond_probs,google/flan-t5-xl,0,4,coherence,label_score,label_numeric,0.5351530535783737,0.4648469464216263
mean_sentence_surprisal,google/flan-t5-xl,0,4,coherence,label_score,label_numeric,0.4787797523321995,0.5212202476678005
sentence_cond_probs,google/flan-t5-xl,0,4,coherence,label_score,label_numeric,0.5351530535783737,0.4648469464216263
sentence_mi,google/flan-t5-xl,0,4,coherence,label_score,label_numeric,0.43789697151600127,0.5621030284839987
sentence_mi_surprisal,google/flan-t5-xl,0,4,coherence,label_score,label_numeric,0.5193911652191515,0.4806088347808485
sentence_surprisal,google/flan-t5-xl,0,4,coherence,label_score,label_numeric,0.4787797523321995,0.5212202476678005
mean_sentence_cond_probs,google/flan-t5-xl,0,5,coherence,label_score,label_alpha,0.4803954188017504,0.5196045811982496
mean_sentence_surprisal,google/flan-t5-xl,0,5,coherence,label_score,label_alpha,0.5149020423667058,0.4850979576332942
sentence_cond_probs,google/flan-t5-xl,0,5,coherence,label_score,label_alpha,0.4803954188017504,0.5196045811982496
sentence_mi,google/flan-t5-xl,0,5,coherence,label_score,label_alpha,0.5025557653041802,0.4974442346958198
sentence_mi_surprisal,google/flan-t5-xl,0,5,coherence,label_score,label_alpha,0.5058307561025893,0.4941692438974107
sentence_surprisal,google/flan-t5-xl,0,5,coherence,label_score,label_alpha,0.5149020423667058,0.4850979576332942
mean_sentence_cond_probs,google/flan-t5-xl,0,5,coherence,label_score,label_numeric,0.4588847525618418,0.5411152474381582
mean_sentence_surprisal,google/flan-t5-xl,0,5,coherence,label_score,label_numeric,0.5341044752669479,0.46589552473305207
sentence_cond_probs,google/flan-t5-xl,0,5,coherence,label_score,label_numeric,0.4588847525618418,0.5411152474381582
sentence_mi,google/flan-t5-xl,0,5,coherence,label_score,label_numeric,0.3646172797601311,0.635382720239869
sentence_mi_surprisal,google/flan-t5-xl,0,5,coherence,label_score,label_numeric,0.5742385391494554,0.42576146085054456
sentence_surprisal,google/flan-t5-xl,0,5,coherence,label_score,label_numeric,0.5341044752669479,0.46589552473305207
mean_sentence_cond_probs,google/flan-t5-xl,0,6,coherence,label_score,label_alpha,0.38694251939665314,0.6130574806033469
mean_sentence_surprisal,google/flan-t5-xl,0,6,coherence,label_score,label_alpha,0.5707313780427729,0.42926862195722715
sentence_cond_probs,google/flan-t5-xl,0,6,coherence,label_score,label_alpha,0.38694251939665314,0.6130574806033469
sentence_mi,google/flan-t5-xl,0,6,coherence,label_score,label_alpha,0.40817841320302467,0.5918215867969754
sentence_mi_surprisal,google/flan-t5-xl,0,6,coherence,label_score,label_alpha,0.5618156427623048,0.4381843572376952
sentence_surprisal,google/flan-t5-xl,0,6,coherence,label_score,label_alpha,0.5707313780427729,0.42926862195722715
mean_sentence_cond_probs,google/flan-t5-xl,0,6,coherence,label_score,label_numeric,0.4771158645181244,0.5228841354818756
mean_sentence_surprisal,google/flan-t5-xl,0,6,coherence,label_score,label_numeric,0.5200010849090763,0.47999891509092374
sentence_cond_probs,google/flan-t5-xl,0,6,coherence,label_score,label_numeric,0.4771158645181244,0.5228841354818756
sentence_mi,google/flan-t5-xl,0,6,coherence,label_score,label_numeric,0.3817453602841768,0.6182546397158232
sentence_mi_surprisal,google/flan-t5-xl,0,6,coherence,label_score,label_numeric,0.5603500032961399,0.43964999670386007
sentence_surprisal,google/flan-t5-xl,0,6,coherence,label_score,label_numeric,0.5200010849090763,0.47999891509092374
mean_sentence_cond_probs,google/flan-t5-xl,0,7,coherence,label_score,label_alpha,0.42883746985773247,0.5711625301422676
mean_sentence_surprisal,google/flan-t5-xl,0,7,coherence,label_score,label_alpha,0.537471308997977,0.462528691002023
sentence_cond_probs,google/flan-t5-xl,0,7,coherence,label_score,label_alpha,0.42883746985773247,0.5711625301422676
sentence_mi,google/flan-t5-xl,0,7,coherence,label_score,label_alpha,0.4506823451665304,0.5493176548334696
sentence_mi_surprisal,google/flan-t5-xl,0,7,coherence,label_score,label_alpha,0.5284355446991935,0.4715644553008065
sentence_surprisal,google/flan-t5-xl,0,7,coherence,label_score,label_alpha,0.537471308997977,0.462528691002023
mean_sentence_cond_probs,google/flan-t5-xl,0,7,coherence,label_score,label_numeric,0.4698334598015982,0.5301665401984018
mean_sentence_surprisal,google/flan-t5-xl,0,7,coherence,label_score,label_numeric,0.5289432414858574,0.47105675851414264
sentence_cond_probs,google/flan-t5-xl,0,7,coherence,label_score,label_numeric,0.4698334598015982,0.5301665401984018
sentence_mi,google/flan-t5-xl,0,7,coherence,label_score,label_numeric,0.37487500382115246,0.6251249961788475
sentence_mi_surprisal,google/flan-t5-xl,0,7,coherence,label_score,label_numeric,0.5691632693663264,0.43083673063367356
sentence_surprisal,google/flan-t5-xl,0,7,coherence,label_score,label_numeric,0.5289432414858574,0.47105675851414264
mean_sentence_cond_probs,google/flan-t5-xl,0,8,coherence,label_score,label_alpha,0.47355903444016284,0.5264409655598372
mean_sentence_surprisal,google/flan-t5-xl,0,8,coherence,label_score,label_alpha,0.5118288621893066,0.48817113781069343
sentence_cond_probs,google/flan-t5-xl,0,8,coherence,label_score,label_alpha,0.47355903444016284,0.5264409655598372
sentence_mi,google/flan-t5-xl,0,8,coherence,label_score,label_alpha,0.4957048757420059,0.504295124257994
sentence_mi_surprisal,google/flan-t5-xl,0,8,coherence,label_score,label_alpha,0.5027556051563898,0.49724439484361016
sentence_surprisal,google/flan-t5-xl,0,8,coherence,label_score,label_alpha,0.5118288621893066,0.48817113781069343
mean_sentence_cond_probs,google/flan-t5-xl,0,8,coherence,label_score,label_numeric,0.5193423317376811,0.4806576682623189
mean_sentence_surprisal,google/flan-t5-xl,0,8,coherence,label_score,label_numeric,0.48956211199603306,0.5104378880039669
sentence_cond_probs,google/flan-t5-xl,0,8,coherence,label_score,label_numeric,0.5193423317376811,0.4806576682623189
sentence_mi,google/flan-t5-xl,0,8,coherence,label_score,label_numeric,0.4223489429808317,0.5776510570191683
sentence_mi_surprisal,google/flan-t5-xl,0,8,coherence,label_score,label_numeric,0.5301578420145657,0.46984215798543427
sentence_surprisal,google/flan-t5-xl,0,8,coherence,label_score,label_numeric,0.48956211199603306,0.5104378880039669
mean_sentence_cond_probs,google/flan-t5-xl,0,9,coherence,label_score,label_alpha,0.4682376704641138,0.5317623295358862
mean_sentence_surprisal,google/flan-t5-xl,0,9,coherence,label_score,label_alpha,0.5140965393759568,0.4859034606240432
sentence_cond_probs,google/flan-t5-xl,0,9,coherence,label_score,label_alpha,0.4682376704641138,0.5317623295358862
sentence_mi,google/flan-t5-xl,0,9,coherence,label_score,label_alpha,0.4903664591212659,0.509633540878734
sentence_mi_surprisal,google/flan-t5-xl,0,9,coherence,label_score,label_alpha,0.5050246701802049,0.4949753298197951
sentence_surprisal,google/flan-t5-xl,0,9,coherence,label_score,label_alpha,0.5140965393759568,0.4859034606240432
mean_sentence_cond_probs,google/flan-t5-xl,0,9,coherence,label_score,label_numeric,0.4995825887696067,0.5004174112303933
mean_sentence_surprisal,google/flan-t5-xl,0,9,coherence,label_score,label_numeric,0.5002082916804501,0.4997917083195499
sentence_cond_probs,google/flan-t5-xl,0,9,coherence,label_score,label_numeric,0.4995825887696067,0.5004174112303933
sentence_mi,google/flan-t5-xl,0,9,coherence,label_score,label_numeric,0.40318402309818285,0.5968159769018171
sentence_mi_surprisal,google/flan-t5-xl,0,9,coherence,label_score,label_numeric,0.5407515937973433,0.4592484062026567
sentence_surprisal,google/flan-t5-xl,0,9,coherence,label_score,label_numeric,0.5002082916804501,0.4997917083195499
mean_sentence_cond_probs,google/flan-t5-xl,0,10,coherence,label_score,label_alpha,0.5585847588525455,0.44141524114745445
mean_sentence_surprisal,google/flan-t5-xl,0,10,coherence,label_score,label_alpha,0.4715387812818834,0.5284612187181166
sentence_cond_probs,google/flan-t5-xl,0,10,coherence,label_score,label_alpha,0.5585847588525455,0.44141524114745445
sentence_mi,google/flan-t5-xl,0,10,coherence,label_score,label_alpha,0.47247545807632074,0.5275245419236793
sentence_mi_surprisal,google/flan-t5-xl,0,10,coherence,label_score,label_alpha,0.5041322796568126,0.4958677203431874
sentence_surprisal,google/flan-t5-xl,0,10,coherence,label_score,label_alpha,0.4715387812818834,0.5284612187181166
mean_sentence_cond_probs,google/flan-t5-xl,0,10,coherence,label_score,label_numeric,0.4745471739124005,0.5254528260875995
mean_sentence_surprisal,google/flan-t5-xl,0,10,coherence,label_score,label_numeric,0.5149854355550572,0.48501456444494284
sentence_cond_probs,google/flan-t5-xl,0,10,coherence,label_score,label_numeric,0.4745471739124005,0.5254528260875995
sentence_mi,google/flan-t5-xl,0,10,coherence,label_score,label_numeric,0.7712263078834533,0.22877369211654675
sentence_mi_surprisal,google/flan-t5-xl,0,10,coherence,label_score,label_numeric,0.4166223411788897,0.5833776588211104
sentence_surprisal,google/flan-t5-xl,0,10,coherence,label_score,label_numeric,0.5149854355550572,0.48501456444494284
mean_sentence_cond_probs,google/flan-t5-xl,0,11,coherence,label_score,label_alpha,0.5952651395069002,0.4047348604930998
mean_sentence_surprisal,google/flan-t5-xl,0,11,coherence,label_score,label_alpha,0.4454613403334528,0.5545386596665471
sentence_cond_probs,google/flan-t5-xl,0,11,coherence,label_score,label_alpha,0.5952651395069002,0.4047348604930998
sentence_mi,google/flan-t5-xl,0,11,coherence,label_score,label_alpha,0.5100348526362163,0.4899651473637837
sentence_mi_surprisal,google/flan-t5-xl,0,11,coherence,label_score,label_alpha,0.47788232056590907,0.5221176794340909
sentence_surprisal,google/flan-t5-xl,0,11,coherence,label_score,label_alpha,0.4454613403334528,0.5545386596665471
mean_sentence_cond_probs,google/flan-t5-xl,0,11,coherence,label_score,label_numeric,0.45398669838010763,0.5460133016198924
mean_sentence_surprisal,google/flan-t5-xl,0,11,coherence,label_score,label_numeric,0.5284696275442646,0.47153037245573537
sentence_cond_probs,google/flan-t5-xl,0,11,coherence,label_score,label_numeric,0.45398669838010763,0.5460133016198924
sentence_mi,google/flan-t5-xl,0,11,coherence,label_score,label_numeric,0.7563133381919166,0.2436866618080834
sentence_mi_surprisal,google/flan-t5-xl,0,11,coherence,label_score,label_numeric,0.4298134063374917,0.5701865936625083
sentence_surprisal,google/flan-t5-xl,0,11,coherence,label_score,label_numeric,0.5284696275442646,0.47153037245573537
mean_sentence_cond_probs,google/flan-t5-xl,0,12,coherence,label_score,label_alpha,0.40053810284777547,0.5994618971522245
mean_sentence_surprisal,google/flan-t5-xl,0,12,coherence,label_score,label_alpha,0.5617108184347297,0.4382891815652703
sentence_cond_probs,google/flan-t5-xl,0,12,coherence,label_score,label_alpha,0.40053810284777547,0.5994618971522245
sentence_mi,google/flan-t5-xl,0,12,coherence,label_score,label_alpha,0.42200652182130094,0.5779934781786991
sentence_mi_surprisal,google/flan-t5-xl,0,12,coherence,label_score,label_alpha,0.5527545465645338,0.4472454534354662
sentence_surprisal,google/flan-t5-xl,0,12,coherence,label_score,label_alpha,0.5617108184347297,0.4382891815652703
mean_sentence_cond_probs,google/flan-t5-xl,0,12,coherence,label_score,label_numeric,0.5234027743790001,0.47659722562099993
mean_sentence_surprisal,google/flan-t5-xl,0,12,coherence,label_score,label_numeric,0.4870638486752726,0.5129361513247275
sentence_cond_probs,google/flan-t5-xl,0,12,coherence,label_score,label_numeric,0.5234027743790001,0.47659722562099993
sentence_mi,google/flan-t5-xl,0,12,coherence,label_score,label_numeric,0.42632366256754367,0.5736763374324563
sentence_mi_surprisal,google/flan-t5-xl,0,12,coherence,label_score,label_numeric,0.5276665709920566,0.4723334290079434
sentence_surprisal,google/flan-t5-xl,0,12,coherence,label_score,label_numeric,0.4870638486752726,0.5129361513247275
mean_sentence_cond_probs,google/flan-t5-xl,0,13,coherence,label_score,label_alpha,0.5005139706708669,0.4994860293291331
mean_sentence_surprisal,google/flan-t5-xl,0,13,coherence,label_score,label_alpha,0.499734994310199,0.500265005689801
sentence_cond_probs,google/flan-t5-xl,0,13,coherence,label_score,label_alpha,0.5005139706708669,0.4994860293291331
sentence_mi,google/flan-t5-xl,0,13,coherence,label_score,label_alpha,0.41494156037679314,0.5850584396232068
sentence_mi_surprisal,google/flan-t5-xl,0,13,coherence,label_score,label_alpha,0.5323142825755003,0.4676857174244997
sentence_surprisal,google/flan-t5-xl,0,13,coherence,label_score,label_alpha,0.499734994310199,0.500265005689801
mean_sentence_cond_probs,google/flan-t5-xl,0,13,coherence,label_score,label_numeric,0.4051409896156759,0.5948590103843241
mean_sentence_surprisal,google/flan-t5-xl,0,13,coherence,label_score,label_numeric,0.5824561295753822,0.4175438704246178
sentence_cond_probs,google/flan-t5-xl,0,13,coherence,label_score,label_numeric,0.4051409896156759,0.5948590103843241
sentence_mi,google/flan-t5-xl,0,13,coherence,label_score,label_numeric,0.7176954129467416,0.28230458705325845
sentence_mi_surprisal,google/flan-t5-xl,0,13,coherence,label_score,label_numeric,0.4840678814807917,0.5159321185192083
sentence_surprisal,google/flan-t5-xl,0,13,coherence,label_score,label_numeric,0.5824561295753822,0.4175438704246178
mean_sentence_cond_probs,google/flan-t5-xl,0,14,coherence,label_score,label_alpha,0.5630059563074284,0.43699404369257155
mean_sentence_surprisal,google/flan-t5-xl,0,14,coherence,label_score,label_alpha,0.46681882707120936,0.5331811729287906
sentence_cond_probs,google/flan-t5-xl,0,14,coherence,label_score,label_alpha,0.5630059563074284,0.43699404369257155
sentence_mi,google/flan-t5-xl,0,14,coherence,label_score,label_alpha,0.47695152434485905,0.523048475655141
sentence_mi_surprisal,google/flan-t5-xl,0,14,coherence,label_score,label_alpha,0.4993943807539256,0.5006056192460744
sentence_surprisal,google/flan-t5-xl,0,14,coherence,label_score,label_alpha,0.46681882707120936,0.5331811729287906
mean_sentence_cond_probs,google/flan-t5-xl,0,14,coherence,label_score,label_numeric,0.48708636714914144,0.5129136328508586
mean_sentence_surprisal,google/flan-t5-xl,0,14,coherence,label_score,label_numeric,0.5067117529995112,0.4932882470004888
sentence_cond_probs,google/flan-t5-xl,0,14,coherence,label_score,label_numeric,0.48708636714914144,0.5129136328508586
sentence_mi,google/flan-t5-xl,0,14,coherence,label_score,label_numeric,0.7799683511252268,0.22003164887477322
sentence_mi_surprisal,google/flan-t5-xl,0,14,coherence,label_score,label_numeric,0.40859764228591566,0.5914023577140843
sentence_surprisal,google/flan-t5-xl,0,14,coherence,label_score,label_numeric,0.5067117529995112,0.4932882470004888
mean_sentence_cond_probs,google/flan-t5-xl,0,15,coherence,label_score,label_alpha,0.5267301520540775,0.47326984794592253
mean_sentence_surprisal,google/flan-t5-xl,0,15,coherence,label_score,label_alpha,0.48393344458711574,0.5160665554128843
sentence_cond_probs,google/flan-t5-xl,0,15,coherence,label_score,label_alpha,0.5267301520540775,0.47326984794592253
sentence_mi,google/flan-t5-xl,0,15,coherence,label_score,label_alpha,0.5487705244809539,0.45122947551904613
sentence_mi_surprisal,google/flan-t5-xl,0,15,coherence,label_score,label_alpha,0.4748736575842083,0.5251263424157917
sentence_surprisal,google/flan-t5-xl,0,15,coherence,label_score,label_alpha,0.48393344458711574,0.5160665554128843
mean_sentence_cond_probs,google/flan-t5-xl,0,15,coherence,label_score,label_numeric,0.6202928576533736,0.3797071423466264
mean_sentence_surprisal,google/flan-t5-xl,0,15,coherence,label_score,label_numeric,0.43224705321549184,0.5677529467845082
sentence_cond_probs,google/flan-t5-xl,0,15,coherence,label_score,label_numeric,0.6202928576533736,0.3797071423466264
sentence_mi,google/flan-t5-xl,0,15,coherence,label_score,label_numeric,0.5250403731509444,0.47495962684905557
sentence_mi_surprisal,google/flan-t5-xl,0,15,coherence,label_score,label_numeric,0.4724894435852664,0.5275105564147335
sentence_surprisal,google/flan-t5-xl,0,15,coherence,label_score,label_numeric,0.43224705321549184,0.5677529467845082
mean_sentence_cond_probs,google/flan-t5-xl,0,16,coherence,label_score,label_alpha,0.5210177950485609,0.47898220495143906
mean_sentence_surprisal,google/flan-t5-xl,0,16,coherence,label_score,label_alpha,0.4927412740291463,0.5072587259708536
sentence_cond_probs,google/flan-t5-xl,0,16,coherence,label_score,label_alpha,0.5210177950485609,0.47898220495143906
sentence_mi,google/flan-t5-xl,0,16,coherence,label_score,label_alpha,0.4349927545641284,0.5650072454358717
sentence_mi_surprisal,google/flan-t5-xl,0,16,coherence,label_score,label_alpha,0.5253434188096285,0.47465658119037146
sentence_surprisal,google/flan-t5-xl,0,16,coherence,label_score,label_alpha,0.4927412740291463,0.5072587259708536
mean_sentence_cond_probs,google/flan-t5-xl,0,16,coherence,label_score,label_numeric,0.5198526860863382,0.48014731391366183
mean_sentence_surprisal,google/flan-t5-xl,0,16,coherence,label_score,label_numeric,0.4923155707463357,0.5076844292536643
sentence_cond_probs,google/flan-t5-xl,0,16,coherence,label_score,label_numeric,0.5198526860863382,0.48014731391366183
sentence_mi,google/flan-t5-xl,0,16,coherence,label_score,label_numeric,0.8016438826286186,0.19835611737138137
sentence_mi_surprisal,google/flan-t5-xl,0,16,coherence,label_score,label_numeric,0.3947582425172855,0.6052417574827145
sentence_surprisal,google/flan-t5-xl,0,16,coherence,label_score,label_numeric,0.4923155707463357,0.5076844292536643
mean_sentence_cond_probs,google/flan-t5-xl,0,17,coherence,label_score,label_alpha,0.35017050313182635,0.6498294968681737
mean_sentence_surprisal,google/flan-t5-xl,0,17,coherence,label_score,label_alpha,0.5673655389121282,0.43263446108787185
sentence_cond_probs,google/flan-t5-xl,0,17,coherence,label_score,label_alpha,0.35017050313182635,0.6498294968681737
sentence_mi,google/flan-t5-xl,0,17,coherence,label_score,label_alpha,0.3706082900191517,0.6293917099808484
sentence_mi_surprisal,google/flan-t5-xl,0,17,coherence,label_score,label_alpha,0.5584339825676804,0.4415660174323196
sentence_surprisal,google/flan-t5-xl,0,17,coherence,label_score,label_alpha,0.5673655389121282,0.43263446108787185
mean_sentence_cond_probs,google/flan-t5-xl,0,17,coherence,label_score,label_numeric,0.5353930434249962,0.46460695657500384
mean_sentence_surprisal,google/flan-t5-xl,0,17,coherence,label_score,label_numeric,0.47791655211116574,0.5220834478888343
sentence_cond_probs,google/flan-t5-xl,0,17,coherence,label_score,label_numeric,0.5353930434249962,0.46460695657500384
sentence_mi,google/flan-t5-xl,0,17,coherence,label_score,label_numeric,0.43813445504537474,0.5618655449546253
sentence_mi_surprisal,google/flan-t5-xl,0,17,coherence,label_score,label_numeric,0.5185275867434851,0.4814724132565149
sentence_surprisal,google/flan-t5-xl,0,17,coherence,label_score,label_numeric,0.47791655211116574,0.5220834478888343
mean_sentence_cond_probs,google/flan-t5-xl,0,18,coherence,label_score,label_alpha,0.5171819597880226,0.4828180402119774
mean_sentence_surprisal,google/flan-t5-xl,0,18,coherence,label_score,label_alpha,0.493720243294271,0.506279756705729
sentence_cond_probs,google/flan-t5-xl,0,18,coherence,label_score,label_alpha,0.5171819597880226,0.4828180402119774
sentence_mi,google/flan-t5-xl,0,18,coherence,label_score,label_alpha,0.43122007268431783,0.5687799273156822
sentence_mi_surprisal,google/flan-t5-xl,0,18,coherence,label_score,label_alpha,0.5263199540912005,0.47368004590879953
sentence_surprisal,google/flan-t5-xl,0,18,coherence,label_score,label_alpha,0.493720243294271,0.506279756705729
mean_sentence_cond_probs,google/flan-t5-xl,0,18,coherence,label_score,label_numeric,0.3832476430569754,0.6167523569430247
mean_sentence_surprisal,google/flan-t5-xl,0,18,coherence,label_score,label_numeric,0.5436015115251256,0.4563984884748744
sentence_cond_probs,google/flan-t5-xl,0,18,coherence,label_score,label_numeric,0.3832476430569754,0.6167523569430247
sentence_mi,google/flan-t5-xl,0,18,coherence,label_score,label_numeric,0.6987519410927744,0.3012480589072256
sentence_mi_surprisal,google/flan-t5-xl,0,18,coherence,label_score,label_numeric,0.4447850634311562,0.5552149365688438
sentence_surprisal,google/flan-t5-xl,0,18,coherence,label_score,label_numeric,0.5436015115251256,0.4563984884748744
mean_sentence_cond_probs,google/flan-t5-xl,0,19,coherence,label_score,label_alpha,0.5972694601864592,0.4027305398135408
mean_sentence_surprisal,google/flan-t5-xl,0,19,coherence,label_score,label_alpha,0.4591636989751904,0.5408363010248096
sentence_cond_probs,google/flan-t5-xl,0,19,coherence,label_score,label_alpha,0.5972694601864592,0.4027305398135408
sentence_mi,google/flan-t5-xl,0,19,coherence,label_score,label_alpha,0.512115311991868,0.487884688008132
sentence_mi_surprisal,google/flan-t5-xl,0,19,coherence,label_score,label_alpha,0.49169769067064145,0.5083023093293586
sentence_surprisal,google/flan-t5-xl,0,19,coherence,label_score,label_alpha,0.4591636989751904,0.5408363010248096
mean_sentence_cond_probs,google/flan-t5-xl,0,19,coherence,label_score,label_numeric,0.32661957598813274,0.6733804240118673
mean_sentence_surprisal,google/flan-t5-xl,0,19,coherence,label_score,label_numeric,0.5649886353799786,0.43501136462002143
sentence_cond_probs,google/flan-t5-xl,0,19,coherence,label_score,label_numeric,0.32661957598813274,0.6733804240118673
sentence_mi,google/flan-t5-xl,0,19,coherence,label_score,label_numeric,0.6441984391187496,0.35580156088125037
sentence_mi_surprisal,google/flan-t5-xl,0,19,coherence,label_score,label_numeric,0.46625615861999925,0.5337438413800007
sentence_surprisal,google/flan-t5-xl,0,19,coherence,label_score,label_numeric,0.5649886353799786,0.43501136462002143
mean_sentence_cond_probs,google/flan-t5-xl,0,20,coherence,label_score,label_alpha,0.35781472751429083,0.6421852724857091
mean_sentence_surprisal,google/flan-t5-xl,0,20,coherence,label_score,label_alpha,0.5531164891856455,0.4468835108143545
sentence_cond_probs,google/flan-t5-xl,0,20,coherence,label_score,label_alpha,0.35781472751429083,0.6421852724857091
sentence_mi,google/flan-t5-xl,0,20,coherence,label_score,label_alpha,0.3784388445786711,0.621561155421329
sentence_mi_surprisal,google/flan-t5-xl,0,20,coherence,label_score,label_alpha,0.5441271265270083,0.45587287347299166
sentence_surprisal,google/flan-t5-xl,0,20,coherence,label_score,label_alpha,0.5531164891856455,0.4468835108143545
mean_sentence_cond_probs,google/flan-t5-xl,0,20,coherence,label_score,label_numeric,0.4784241277572913,0.5215758722427086
mean_sentence_surprisal,google/flan-t5-xl,0,20,coherence,label_score,label_numeric,0.5083460864493518,0.49165391355064825
sentence_cond_probs,google/flan-t5-xl,0,20,coherence,label_score,label_numeric,0.4784241277572913,0.5215758722427086
sentence_mi,google/flan-t5-xl,0,20,coherence,label_score,label_numeric,0.38298365558157277,0.6170163444184272
sentence_mi_surprisal,google/flan-t5-xl,0,20,coherence,label_score,label_numeric,0.5488246781615613,0.45117532183843867
sentence_surprisal,google/flan-t5-xl,0,20,coherence,label_score,label_numeric,0.5083460864493518,0.49165391355064825
mean_sentence_cond_probs,google/flan-t5-xl,0,21,coherence,label_score,label_alpha,0.39534426519749555,0.6046557348025045
mean_sentence_surprisal,google/flan-t5-xl,0,21,coherence,label_score,label_alpha,0.5562297044507699,0.4437702955492301
