response_option,phenomenon,model_name,item_id,seed,metric
0,indirect_speech,meta-llama/Llama-2-7b-hf,7,3,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,8,3,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,9,3,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,10,3,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,11,3,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,12,3,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,13,3,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,14,3,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,15,3,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,16,3,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,17,3,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,18,3,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,19,3,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,20,3,free
0,coherence,meta-llama/Llama-2-7b-hf,1,3,free
1,coherence,meta-llama/Llama-2-7b-hf,2,3,free
1,coherence,meta-llama/Llama-2-7b-hf,3,3,free
0,coherence,meta-llama/Llama-2-7b-hf,4,3,free
0,coherence,meta-llama/Llama-2-7b-hf,5,3,free
0,coherence,meta-llama/Llama-2-7b-hf,6,3,free
0,coherence,meta-llama/Llama-2-7b-hf,7,3,free
0,coherence,meta-llama/Llama-2-7b-hf,8,3,free
1,coherence,meta-llama/Llama-2-7b-hf,9,3,free
0,coherence,meta-llama/Llama-2-7b-hf,10,3,free
1,coherence,meta-llama/Llama-2-7b-hf,11,3,free
1,coherence,meta-llama/Llama-2-7b-hf,12,3,free
0,coherence,meta-llama/Llama-2-7b-hf,13,3,free
1,coherence,meta-llama/Llama-2-7b-hf,14,3,free
1,coherence,meta-llama/Llama-2-7b-hf,15,3,free
1,coherence,meta-llama/Llama-2-7b-hf,16,3,free
0,coherence,meta-llama/Llama-2-7b-hf,17,3,free
1,coherence,meta-llama/Llama-2-7b-hf,18,3,free
0,coherence,meta-llama/Llama-2-7b-hf,19,3,free
1,coherence,meta-llama/Llama-2-7b-hf,20,3,free
0,coherence,meta-llama/Llama-2-7b-hf,21,3,free
0,coherence,meta-llama/Llama-2-7b-hf,22,3,free
0,coherence,meta-llama/Llama-2-7b-hf,23,3,free
0,coherence,meta-llama/Llama-2-7b-hf,24,3,free
0,coherence,meta-llama/Llama-2-7b-hf,25,3,free
0,coherence,meta-llama/Llama-2-7b-hf,26,3,free
0,coherence,meta-llama/Llama-2-7b-hf,27,3,free
0,coherence,meta-llama/Llama-2-7b-hf,28,3,free
0,coherence,meta-llama/Llama-2-7b-hf,29,3,free
0,coherence,meta-llama/Llama-2-7b-hf,30,3,free
1,coherence,meta-llama/Llama-2-7b-hf,31,3,free
0,coherence,meta-llama/Llama-2-7b-hf,32,3,free
0,coherence,meta-llama/Llama-2-7b-hf,33,3,free
0,coherence,meta-llama/Llama-2-7b-hf,34,3,free
0,coherence,meta-llama/Llama-2-7b-hf,35,3,free
0,coherence,meta-llama/Llama-2-7b-hf,36,3,free
0,coherence,meta-llama/Llama-2-7b-hf,37,3,free
0,coherence,meta-llama/Llama-2-7b-hf,38,3,free
1,coherence,meta-llama/Llama-2-7b-hf,39,3,free
0,coherence,meta-llama/Llama-2-7b-hf,40,3,free
0,irony,meta-llama/Llama-2-7b-hf,1,3,free
0,irony,meta-llama/Llama-2-7b-hf,2,3,free
0,irony,meta-llama/Llama-2-7b-hf,3,3,free
0,irony,meta-llama/Llama-2-7b-hf,4,3,free
0,irony,meta-llama/Llama-2-7b-hf,5,3,free
0,irony,meta-llama/Llama-2-7b-hf,6,3,free
0,irony,meta-llama/Llama-2-7b-hf,7,3,free
0,irony,meta-llama/Llama-2-7b-hf,8,3,free
0,irony,meta-llama/Llama-2-7b-hf,9,3,free
0,irony,meta-llama/Llama-2-7b-hf,10,3,free
0,irony,meta-llama/Llama-2-7b-hf,11,3,free
0,irony,meta-llama/Llama-2-7b-hf,12,3,free
0,irony,meta-llama/Llama-2-7b-hf,13,3,free
0,irony,meta-llama/Llama-2-7b-hf,14,3,free
0,irony,meta-llama/Llama-2-7b-hf,15,3,free
1,irony,meta-llama/Llama-2-7b-hf,16,3,free
1,irony,meta-llama/Llama-2-7b-hf,17,3,free
0,irony,meta-llama/Llama-2-7b-hf,18,3,free
0,irony,meta-llama/Llama-2-7b-hf,19,3,free
0,irony,meta-llama/Llama-2-7b-hf,20,3,free
0,irony,meta-llama/Llama-2-7b-hf,21,3,free
0,irony,meta-llama/Llama-2-7b-hf,22,3,free
0,irony,meta-llama/Llama-2-7b-hf,23,3,free
0,irony,meta-llama/Llama-2-7b-hf,24,3,free
1,irony,meta-llama/Llama-2-7b-hf,25,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,1,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,2,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,3,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,4,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,5,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,6,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,7,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,8,3,free
1,metaphor,meta-llama/Llama-2-7b-hf,9,3,free
1,metaphor,meta-llama/Llama-2-7b-hf,10,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,11,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,12,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,13,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,14,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,15,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,16,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,17,3,free
1,metaphor,meta-llama/Llama-2-7b-hf,18,3,free
0,metaphor,meta-llama/Llama-2-7b-hf,19,3,free
1,metaphor,meta-llama/Llama-2-7b-hf,20,3,free
0,coherence,meta-llama/Llama-2-7b-hf,1,4,free
1,coherence,meta-llama/Llama-2-7b-hf,2,4,free
0,coherence,meta-llama/Llama-2-7b-hf,3,4,free
0,coherence,meta-llama/Llama-2-7b-hf,4,4,free
0,coherence,meta-llama/Llama-2-7b-hf,5,4,free
0,coherence,meta-llama/Llama-2-7b-hf,6,4,free
0,coherence,meta-llama/Llama-2-7b-hf,7,4,free
0,coherence,meta-llama/Llama-2-7b-hf,8,4,free
1,coherence,meta-llama/Llama-2-7b-hf,9,4,free
1,coherence,meta-llama/Llama-2-7b-hf,10,4,free
1,coherence,meta-llama/Llama-2-7b-hf,11,4,free
1,coherence,meta-llama/Llama-2-7b-hf,12,4,free
0,coherence,meta-llama/Llama-2-7b-hf,13,4,free
0,coherence,meta-llama/Llama-2-7b-hf,14,4,free
0,coherence,meta-llama/Llama-2-7b-hf,15,4,free
1,coherence,meta-llama/Llama-2-7b-hf,16,4,free
1,coherence,meta-llama/Llama-2-7b-hf,17,4,free
1,coherence,meta-llama/Llama-2-7b-hf,18,4,free
0,coherence,meta-llama/Llama-2-7b-hf,19,4,free
0,coherence,meta-llama/Llama-2-7b-hf,20,4,free
0,coherence,meta-llama/Llama-2-7b-hf,21,4,free
0,coherence,meta-llama/Llama-2-7b-hf,22,4,free
0,coherence,meta-llama/Llama-2-7b-hf,23,4,free
0,coherence,meta-llama/Llama-2-7b-hf,24,4,free
0,coherence,meta-llama/Llama-2-7b-hf,25,4,free
0,coherence,meta-llama/Llama-2-7b-hf,26,4,free
0,coherence,meta-llama/Llama-2-7b-hf,27,4,free
0,coherence,meta-llama/Llama-2-7b-hf,28,4,free
0,coherence,meta-llama/Llama-2-7b-hf,29,4,free
0,coherence,meta-llama/Llama-2-7b-hf,30,4,free
0,coherence,meta-llama/Llama-2-7b-hf,31,4,free
0,coherence,meta-llama/Llama-2-7b-hf,32,4,free
0,coherence,meta-llama/Llama-2-7b-hf,33,4,free
0,coherence,meta-llama/Llama-2-7b-hf,34,4,free
0,coherence,meta-llama/Llama-2-7b-hf,35,4,free
0,coherence,meta-llama/Llama-2-7b-hf,36,4,free
1,coherence,meta-llama/Llama-2-7b-hf,37,4,free
1,coherence,meta-llama/Llama-2-7b-hf,38,4,free
0,coherence,meta-llama/Llama-2-7b-hf,39,4,free
0,coherence,meta-llama/Llama-2-7b-hf,40,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,1,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,2,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,3,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,4,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,5,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,6,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,7,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,8,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,9,4,free
1,metaphor,meta-llama/Llama-2-7b-hf,10,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,11,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,12,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,13,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,14,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,15,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,16,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,17,4,free
0,metaphor,meta-llama/Llama-2-7b-hf,18,4,free
1,metaphor,meta-llama/Llama-2-7b-hf,19,4,free
1,metaphor,meta-llama/Llama-2-7b-hf,20,4,free
0,irony,meta-llama/Llama-2-7b-hf,1,4,free
0,irony,meta-llama/Llama-2-7b-hf,2,4,free
0,irony,meta-llama/Llama-2-7b-hf,3,4,free
0,irony,meta-llama/Llama-2-7b-hf,4,4,free
0,irony,meta-llama/Llama-2-7b-hf,5,4,free
0,irony,meta-llama/Llama-2-7b-hf,6,4,free
0,irony,meta-llama/Llama-2-7b-hf,7,4,free
0,irony,meta-llama/Llama-2-7b-hf,8,4,free
0,irony,meta-llama/Llama-2-7b-hf,9,4,free
0,irony,meta-llama/Llama-2-7b-hf,10,4,free
0,irony,meta-llama/Llama-2-7b-hf,11,4,free
0,irony,meta-llama/Llama-2-7b-hf,12,4,free
0,irony,meta-llama/Llama-2-7b-hf,13,4,free
0,irony,meta-llama/Llama-2-7b-hf,14,4,free
0,irony,meta-llama/Llama-2-7b-hf,15,4,free
1,irony,meta-llama/Llama-2-7b-hf,16,4,free
1,irony,meta-llama/Llama-2-7b-hf,17,4,free
0,irony,meta-llama/Llama-2-7b-hf,18,4,free
0,irony,meta-llama/Llama-2-7b-hf,19,4,free
0,irony,meta-llama/Llama-2-7b-hf,20,4,free
0,irony,meta-llama/Llama-2-7b-hf,21,4,free
0,irony,meta-llama/Llama-2-7b-hf,22,4,free
0,irony,meta-llama/Llama-2-7b-hf,23,4,free
0,irony,meta-llama/Llama-2-7b-hf,24,4,free
1,irony,meta-llama/Llama-2-7b-hf,25,4,free
0,humour,meta-llama/Llama-2-7b-hf,1,4,free
0,humour,meta-llama/Llama-2-7b-hf,2,4,free
0,humour,meta-llama/Llama-2-7b-hf,3,4,free
0,humour,meta-llama/Llama-2-7b-hf,4,4,free
0,humour,meta-llama/Llama-2-7b-hf,5,4,free
0,humour,meta-llama/Llama-2-7b-hf,6,4,free
0,humour,meta-llama/Llama-2-7b-hf,7,4,free
0,humour,meta-llama/Llama-2-7b-hf,8,4,free
0,humour,meta-llama/Llama-2-7b-hf,9,4,free
0,humour,meta-llama/Llama-2-7b-hf,10,4,free
0,humour,meta-llama/Llama-2-7b-hf,11,4,free
0,humour,meta-llama/Llama-2-7b-hf,12,4,free
0,humour,meta-llama/Llama-2-7b-hf,13,4,free
0,humour,meta-llama/Llama-2-7b-hf,14,4,free
0,humour,meta-llama/Llama-2-7b-hf,15,4,free
0,humour,meta-llama/Llama-2-7b-hf,16,4,free
0,humour,meta-llama/Llama-2-7b-hf,17,4,free
0,humour,meta-llama/Llama-2-7b-hf,18,4,free
0,humour,meta-llama/Llama-2-7b-hf,19,4,free
0,humour,meta-llama/Llama-2-7b-hf,20,4,free
0,humour,meta-llama/Llama-2-7b-hf,21,4,free
0,humour,meta-llama/Llama-2-7b-hf,22,4,free
0,humour,meta-llama/Llama-2-7b-hf,23,4,free
0,humour,meta-llama/Llama-2-7b-hf,24,4,free
0,humour,meta-llama/Llama-2-7b-hf,25,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,1,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,2,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,3,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,4,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,5,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,6,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,7,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,8,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,9,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,10,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,11,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,12,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,13,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,14,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,15,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,16,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,17,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,18,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,19,4,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,20,4,free
0,deceits,meta-llama/Llama-2-7b-hf,1,4,free
0,deceits,meta-llama/Llama-2-7b-hf,2,4,free
0,deceits,meta-llama/Llama-2-7b-hf,3,4,free
0,deceits,meta-llama/Llama-2-7b-hf,4,4,free
0,deceits,meta-llama/Llama-2-7b-hf,5,4,free
0,deceits,meta-llama/Llama-2-7b-hf,6,4,free
0,deceits,meta-llama/Llama-2-7b-hf,7,4,free
0,deceits,meta-llama/Llama-2-7b-hf,8,4,free
0,deceits,meta-llama/Llama-2-7b-hf,9,4,free
0,deceits,meta-llama/Llama-2-7b-hf,10,4,free
1,deceits,meta-llama/Llama-2-7b-hf,11,4,free
0,deceits,meta-llama/Llama-2-7b-hf,12,4,free
1,deceits,meta-llama/Llama-2-7b-hf,13,4,free
0,deceits,meta-llama/Llama-2-7b-hf,14,4,free
0,deceits,meta-llama/Llama-2-7b-hf,15,4,free
0,deceits,meta-llama/Llama-2-7b-hf,16,4,free
0,deceits,meta-llama/Llama-2-7b-hf,17,4,free
0,deceits,meta-llama/Llama-2-7b-hf,18,4,free
0,deceits,meta-llama/Llama-2-7b-hf,19,4,free
0,deceits,meta-llama/Llama-2-7b-hf,20,4,free
0,maxims,meta-llama/Llama-2-7b-hf,1,4,free
0,maxims,meta-llama/Llama-2-7b-hf,2,4,free
0,maxims,meta-llama/Llama-2-7b-hf,3,4,free
0,maxims,meta-llama/Llama-2-7b-hf,4,4,free
0,maxims,meta-llama/Llama-2-7b-hf,5,4,free
0,maxims,meta-llama/Llama-2-7b-hf,6,4,free
0,maxims,meta-llama/Llama-2-7b-hf,7,4,free
0,maxims,meta-llama/Llama-2-7b-hf,8,4,free
0,maxims,meta-llama/Llama-2-7b-hf,9,4,free
0,maxims,meta-llama/Llama-2-7b-hf,10,4,free
0,maxims,meta-llama/Llama-2-7b-hf,11,4,free
0,maxims,meta-llama/Llama-2-7b-hf,12,4,free
0,maxims,meta-llama/Llama-2-7b-hf,13,4,free
0,maxims,meta-llama/Llama-2-7b-hf,14,4,free
0,maxims,meta-llama/Llama-2-7b-hf,15,4,free
0,maxims,meta-llama/Llama-2-7b-hf,16,4,free
0,maxims,meta-llama/Llama-2-7b-hf,17,4,free
0,maxims,meta-llama/Llama-2-7b-hf,18,4,free
0,maxims,meta-llama/Llama-2-7b-hf,19,4,free
0,deceits,meta-llama/Llama-2-7b-hf,1,2,free
0,deceits,meta-llama/Llama-2-7b-hf,2,2,free
0,deceits,meta-llama/Llama-2-7b-hf,3,2,free
0,deceits,meta-llama/Llama-2-7b-hf,4,2,free
0,deceits,meta-llama/Llama-2-7b-hf,5,2,free
0,deceits,meta-llama/Llama-2-7b-hf,6,2,free
0,deceits,meta-llama/Llama-2-7b-hf,7,2,free
0,deceits,meta-llama/Llama-2-7b-hf,8,2,free
0,deceits,meta-llama/Llama-2-7b-hf,9,2,free
0,deceits,meta-llama/Llama-2-7b-hf,10,2,free
0,deceits,meta-llama/Llama-2-7b-hf,11,2,free
0,deceits,meta-llama/Llama-2-7b-hf,12,2,free
1,deceits,meta-llama/Llama-2-7b-hf,13,2,free
0,deceits,meta-llama/Llama-2-7b-hf,14,2,free
0,deceits,meta-llama/Llama-2-7b-hf,15,2,free
0,deceits,meta-llama/Llama-2-7b-hf,16,2,free
0,deceits,meta-llama/Llama-2-7b-hf,17,2,free
0,deceits,meta-llama/Llama-2-7b-hf,18,2,free
0,deceits,meta-llama/Llama-2-7b-hf,19,2,free
0,deceits,meta-llama/Llama-2-7b-hf,20,2,free
0,maxims,meta-llama/Llama-2-7b-hf,1,2,free
1,maxims,meta-llama/Llama-2-7b-hf,2,2,free
0,maxims,meta-llama/Llama-2-7b-hf,3,2,free
0,maxims,meta-llama/Llama-2-7b-hf,4,2,free
0,maxims,meta-llama/Llama-2-7b-hf,5,2,free
0,maxims,meta-llama/Llama-2-7b-hf,6,2,free
0,maxims,meta-llama/Llama-2-7b-hf,7,2,free
0,maxims,meta-llama/Llama-2-7b-hf,8,2,free
0,maxims,meta-llama/Llama-2-7b-hf,9,2,free
0,maxims,meta-llama/Llama-2-7b-hf,10,2,free
0,maxims,meta-llama/Llama-2-7b-hf,11,2,free
0,maxims,meta-llama/Llama-2-7b-hf,12,2,free
0,maxims,meta-llama/Llama-2-7b-hf,13,2,free
1,maxims,meta-llama/Llama-2-7b-hf,14,2,free
0,maxims,meta-llama/Llama-2-7b-hf,15,2,free
0,maxims,meta-llama/Llama-2-7b-hf,16,2,free
0,maxims,meta-llama/Llama-2-7b-hf,17,2,free
0,maxims,meta-llama/Llama-2-7b-hf,18,2,free
0,maxims,meta-llama/Llama-2-7b-hf,19,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,1,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,2,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,3,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,4,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,5,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,6,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,7,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,8,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,9,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,10,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,11,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,12,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,13,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,14,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,15,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,16,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,17,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,18,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,19,2,free
0,indirect_speech,meta-llama/Llama-2-7b-hf,20,2,free
0,humour,meta-llama/Llama-2-7b-hf,1,2,free
0,humour,meta-llama/Llama-2-7b-hf,2,2,free
0,humour,meta-llama/Llama-2-7b-hf,3,2,free
0,humour,meta-llama/Llama-2-7b-hf,4,2,free
0,humour,meta-llama/Llama-2-7b-hf,5,2,free
0,humour,meta-llama/Llama-2-7b-hf,6,2,free
0,humour,meta-llama/Llama-2-7b-hf,7,2,free
0,humour,meta-llama/Llama-2-7b-hf,8,2,free
0,humour,meta-llama/Llama-2-7b-hf,9,2,free
0,humour,meta-llama/Llama-2-7b-hf,10,2,free
0,humour,meta-llama/Llama-2-7b-hf,11,2,free
0,humour,meta-llama/Llama-2-7b-hf,12,2,free
0,humour,meta-llama/Llama-2-7b-hf,13,2,free
0,humour,meta-llama/Llama-2-7b-hf,14,2,free
0,humour,meta-llama/Llama-2-7b-hf,15,2,free
0,humour,meta-llama/Llama-2-7b-hf,16,2,free
0,humour,meta-llama/Llama-2-7b-hf,17,2,free
0,humour,meta-llama/Llama-2-7b-hf,18,2,free
0,humour,meta-llama/Llama-2-7b-hf,19,2,free
0,humour,meta-llama/Llama-2-7b-hf,20,2,free
0,humour,meta-llama/Llama-2-7b-hf,21,2,free
0,humour,meta-llama/Llama-2-7b-hf,22,2,free
0,humour,meta-llama/Llama-2-7b-hf,23,2,free
0,humour,meta-llama/Llama-2-7b-hf,24,2,free
0,humour,meta-llama/Llama-2-7b-hf,25,2,free
0,irony,meta-llama/Llama-2-7b-hf,1,2,free
0,irony,meta-llama/Llama-2-7b-hf,2,2,free
0,irony,meta-llama/Llama-2-7b-hf,3,2,free
0,irony,meta-llama/Llama-2-7b-hf,4,2,free
0,irony,meta-llama/Llama-2-7b-hf,5,2,free
0,irony,meta-llama/Llama-2-7b-hf,6,2,free
0,irony,meta-llama/Llama-2-7b-hf,7,2,free
0,irony,meta-llama/Llama-2-7b-hf,8,2,free
0,irony,meta-llama/Llama-2-7b-hf,9,2,free
0,irony,meta-llama/Llama-2-7b-hf,10,2,free
0,irony,meta-llama/Llama-2-7b-hf,11,2,free
0,irony,meta-llama/Llama-2-7b-hf,12,2,free
0,irony,meta-llama/Llama-2-7b-hf,13,2,free
0,irony,meta-llama/Llama-2-7b-hf,14,2,free
0,irony,meta-llama/Llama-2-7b-hf,15,2,free
1,irony,meta-llama/Llama-2-7b-hf,16,2,free
1,irony,meta-llama/Llama-2-7b-hf,17,2,free
0,irony,meta-llama/Llama-2-7b-hf,18,2,free
0,irony,meta-llama/Llama-2-7b-hf,19,2,free
0,irony,meta-llama/Llama-2-7b-hf,20,2,free
0,irony,meta-llama/Llama-2-7b-hf,21,2,free
0,irony,meta-llama/Llama-2-7b-hf,22,2,free
0,irony,meta-llama/Llama-2-7b-hf,23,2,free
0,irony,meta-llama/Llama-2-7b-hf,24,2,free
1,irony,meta-llama/Llama-2-7b-hf,25,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,1,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,2,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,3,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,4,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,5,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,6,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,7,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,8,2,free
1,metaphor,meta-llama/Llama-2-7b-hf,9,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,10,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,11,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,12,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,13,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,14,2,free
0,metaphor,meta-llama/Llama-2-7b-hf,15,2,free
