chosen_option,phenomenon,model_name,item_id,seed,metric
0,deceits,meta-llama/Llama-2-7b-hf,9,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,9,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,10,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,10,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,10,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,10,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,11,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,11,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,11,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,11,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,12,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,12,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,12,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,12,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,13,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,13,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,13,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,13,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,14,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,14,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,14,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,14,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,15,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,15,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,15,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,15,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,16,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,16,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,16,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,16,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,17,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,17,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,17,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,17,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,18,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,18,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,18,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,18,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,19,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,19,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,19,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,19,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,20,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,20,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,20,0,rating
0,deceits,meta-llama/Llama-2-7b-hf,20,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,1,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,1,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,1,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,1,0,rating
1,indirect_speech,meta-llama/Llama-2-7b-hf,2,0,rating
1,indirect_speech,meta-llama/Llama-2-7b-hf,2,0,rating
1,indirect_speech,meta-llama/Llama-2-7b-hf,2,0,rating
1,indirect_speech,meta-llama/Llama-2-7b-hf,2,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,3,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,3,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,3,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,3,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,4,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,4,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,4,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,4,0,rating
1,indirect_speech,meta-llama/Llama-2-7b-hf,5,0,rating
1,indirect_speech,meta-llama/Llama-2-7b-hf,5,0,rating
1,indirect_speech,meta-llama/Llama-2-7b-hf,5,0,rating
1,indirect_speech,meta-llama/Llama-2-7b-hf,5,0,rating
1,indirect_speech,meta-llama/Llama-2-7b-hf,6,0,rating
1,indirect_speech,meta-llama/Llama-2-7b-hf,6,0,rating
1,indirect_speech,meta-llama/Llama-2-7b-hf,6,0,rating
1,indirect_speech,meta-llama/Llama-2-7b-hf,6,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,7,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,7,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,7,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,7,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,8,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,8,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,8,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,8,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,9,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,9,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,9,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,9,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,10,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,10,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,10,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,10,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,11,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,11,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,11,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,11,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,12,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,12,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,12,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,12,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,13,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,13,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,13,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,13,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,14,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,14,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,14,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,14,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,15,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,15,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,15,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,15,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,16,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,16,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,16,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,16,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,17,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,17,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,17,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,17,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,18,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,18,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,18,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,18,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,19,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,19,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,19,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,19,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,20,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,20,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,20,0,rating
0,indirect_speech,meta-llama/Llama-2-7b-hf,20,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,1,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,1,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,1,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,1,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,1,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,2,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,2,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,2,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,2,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,2,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,3,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,3,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,3,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,3,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,3,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,4,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,4,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,4,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,4,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,4,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,5,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,5,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,5,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,5,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,5,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,6,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,6,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,6,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,6,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,6,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,7,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,7,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,7,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,7,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,7,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,8,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,8,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,8,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,8,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,8,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,9,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,9,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,9,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,9,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,9,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,10,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,10,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,10,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,10,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,10,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,11,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,11,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,11,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,11,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,11,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,12,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,12,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,12,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,12,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,12,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,13,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,13,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,13,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,13,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,13,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,14,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,14,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,14,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,14,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,14,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,15,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,15,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,15,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,15,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,15,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,16,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,16,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,16,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,16,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,16,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,17,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,17,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,17,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,17,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,17,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,18,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,18,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,18,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,18,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,18,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,19,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,19,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,19,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,19,0,rating
1,metaphor,meta-llama/Llama-2-7b-hf,19,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,20,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,20,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,20,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,20,0,rating
0,metaphor,meta-llama/Llama-2-7b-hf,20,0,rating
0,irony,meta-llama/Llama-2-7b-hf,1,0,rating
0,irony,meta-llama/Llama-2-7b-hf,1,0,rating
0,irony,meta-llama/Llama-2-7b-hf,1,0,rating
0,irony,meta-llama/Llama-2-7b-hf,1,0,rating
1,irony,meta-llama/Llama-2-7b-hf,2,0,rating
1,irony,meta-llama/Llama-2-7b-hf,2,0,rating
1,irony,meta-llama/Llama-2-7b-hf,2,0,rating
1,irony,meta-llama/Llama-2-7b-hf,2,0,rating
0,irony,meta-llama/Llama-2-7b-hf,3,0,rating
0,irony,meta-llama/Llama-2-7b-hf,3,0,rating
0,irony,meta-llama/Llama-2-7b-hf,3,0,rating
0,irony,meta-llama/Llama-2-7b-hf,3,0,rating
0,irony,meta-llama/Llama-2-7b-hf,4,0,rating
0,irony,meta-llama/Llama-2-7b-hf,4,0,rating
0,irony,meta-llama/Llama-2-7b-hf,4,0,rating
0,irony,meta-llama/Llama-2-7b-hf,4,0,rating
0,irony,meta-llama/Llama-2-7b-hf,5,0,rating
0,irony,meta-llama/Llama-2-7b-hf,5,0,rating
0,irony,meta-llama/Llama-2-7b-hf,5,0,rating
0,irony,meta-llama/Llama-2-7b-hf,5,0,rating
0,irony,meta-llama/Llama-2-7b-hf,6,0,rating
0,irony,meta-llama/Llama-2-7b-hf,6,0,rating
0,irony,meta-llama/Llama-2-7b-hf,6,0,rating
0,irony,meta-llama/Llama-2-7b-hf,6,0,rating
0,irony,meta-llama/Llama-2-7b-hf,7,0,rating
0,irony,meta-llama/Llama-2-7b-hf,7,0,rating
0,irony,meta-llama/Llama-2-7b-hf,7,0,rating
0,irony,meta-llama/Llama-2-7b-hf,7,0,rating
1,irony,meta-llama/Llama-2-7b-hf,8,0,rating
1,irony,meta-llama/Llama-2-7b-hf,8,0,rating
1,irony,meta-llama/Llama-2-7b-hf,8,0,rating
1,irony,meta-llama/Llama-2-7b-hf,8,0,rating
0,irony,meta-llama/Llama-2-7b-hf,9,0,rating
0,irony,meta-llama/Llama-2-7b-hf,9,0,rating
0,irony,meta-llama/Llama-2-7b-hf,9,0,rating
0,irony,meta-llama/Llama-2-7b-hf,9,0,rating
1,irony,meta-llama/Llama-2-7b-hf,10,0,rating
1,irony,meta-llama/Llama-2-7b-hf,10,0,rating
1,irony,meta-llama/Llama-2-7b-hf,10,0,rating
1,irony,meta-llama/Llama-2-7b-hf,10,0,rating
1,irony,meta-llama/Llama-2-7b-hf,11,0,rating
1,irony,meta-llama/Llama-2-7b-hf,11,0,rating
1,irony,meta-llama/Llama-2-7b-hf,11,0,rating
1,irony,meta-llama/Llama-2-7b-hf,11,0,rating
0,irony,meta-llama/Llama-2-7b-hf,12,0,rating
0,irony,meta-llama/Llama-2-7b-hf,12,0,rating
0,irony,meta-llama/Llama-2-7b-hf,12,0,rating
0,irony,meta-llama/Llama-2-7b-hf,12,0,rating
1,irony,meta-llama/Llama-2-7b-hf,13,0,rating
1,irony,meta-llama/Llama-2-7b-hf,13,0,rating
1,irony,meta-llama/Llama-2-7b-hf,13,0,rating
1,irony,meta-llama/Llama-2-7b-hf,13,0,rating
0,irony,meta-llama/Llama-2-7b-hf,14,0,rating
0,irony,meta-llama/Llama-2-7b-hf,14,0,rating
0,irony,meta-llama/Llama-2-7b-hf,14,0,rating
0,irony,meta-llama/Llama-2-7b-hf,14,0,rating
1,irony,meta-llama/Llama-2-7b-hf,15,0,rating
1,irony,meta-llama/Llama-2-7b-hf,15,0,rating
1,irony,meta-llama/Llama-2-7b-hf,15,0,rating
1,irony,meta-llama/Llama-2-7b-hf,15,0,rating
0,irony,meta-llama/Llama-2-7b-hf,16,0,rating
0,irony,meta-llama/Llama-2-7b-hf,16,0,rating
0,irony,meta-llama/Llama-2-7b-hf,16,0,rating
0,irony,meta-llama/Llama-2-7b-hf,16,0,rating
0,irony,meta-llama/Llama-2-7b-hf,17,0,rating
0,irony,meta-llama/Llama-2-7b-hf,17,0,rating
0,irony,meta-llama/Llama-2-7b-hf,17,0,rating
0,irony,meta-llama/Llama-2-7b-hf,17,0,rating
1,irony,meta-llama/Llama-2-7b-hf,18,0,rating
1,irony,meta-llama/Llama-2-7b-hf,18,0,rating
1,irony,meta-llama/Llama-2-7b-hf,18,0,rating
1,irony,meta-llama/Llama-2-7b-hf,18,0,rating
1,irony,meta-llama/Llama-2-7b-hf,19,0,rating
1,irony,meta-llama/Llama-2-7b-hf,19,0,rating
1,irony,meta-llama/Llama-2-7b-hf,19,0,rating
1,irony,meta-llama/Llama-2-7b-hf,19,0,rating
0,irony,meta-llama/Llama-2-7b-hf,20,0,rating
0,irony,meta-llama/Llama-2-7b-hf,20,0,rating
0,irony,meta-llama/Llama-2-7b-hf,20,0,rating
0,irony,meta-llama/Llama-2-7b-hf,20,0,rating
0,irony,meta-llama/Llama-2-7b-hf,21,0,rating
0,irony,meta-llama/Llama-2-7b-hf,21,0,rating
0,irony,meta-llama/Llama-2-7b-hf,21,0,rating
0,irony,meta-llama/Llama-2-7b-hf,21,0,rating
1,irony,meta-llama/Llama-2-7b-hf,22,0,rating
1,irony,meta-llama/Llama-2-7b-hf,22,0,rating
1,irony,meta-llama/Llama-2-7b-hf,22,0,rating
1,irony,meta-llama/Llama-2-7b-hf,22,0,rating
0,irony,meta-llama/Llama-2-7b-hf,23,0,rating
0,irony,meta-llama/Llama-2-7b-hf,23,0,rating
0,irony,meta-llama/Llama-2-7b-hf,23,0,rating
0,irony,meta-llama/Llama-2-7b-hf,23,0,rating
0,irony,meta-llama/Llama-2-7b-hf,24,0,rating
0,irony,meta-llama/Llama-2-7b-hf,24,0,rating
0,irony,meta-llama/Llama-2-7b-hf,24,0,rating
0,irony,meta-llama/Llama-2-7b-hf,24,0,rating
0,irony,meta-llama/Llama-2-7b-hf,25,0,rating
0,irony,meta-llama/Llama-2-7b-hf,25,0,rating
0,irony,meta-llama/Llama-2-7b-hf,25,0,rating
0,irony,meta-llama/Llama-2-7b-hf,25,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,1,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,1,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,1,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,1,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,2,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,2,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,2,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,2,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,3,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,3,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,3,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,3,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,4,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,4,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,4,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,4,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,5,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,5,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,5,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,5,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,6,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,6,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,6,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,6,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,7,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,7,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,7,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,7,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,8,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,8,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,8,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,8,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,9,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,9,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,9,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,9,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,10,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,10,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,10,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,10,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,11,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,11,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,11,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,11,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,12,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,12,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,12,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,12,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,13,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,13,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,13,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,13,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,14,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,14,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,14,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,14,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,15,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,15,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,15,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,15,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,16,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,16,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,16,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,16,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,17,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,17,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,17,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,17,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,18,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,18,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,18,0,rating
1,maxims,meta-llama/Llama-2-7b-hf,18,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,19,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,19,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,19,0,rating
0,maxims,meta-llama/Llama-2-7b-hf,19,0,rating
0,humour,meta-llama/Llama-2-7b-hf,1,0,rating
0,humour,meta-llama/Llama-2-7b-hf,1,0,rating
0,humour,meta-llama/Llama-2-7b-hf,1,0,rating
0,humour,meta-llama/Llama-2-7b-hf,1,0,rating
0,humour,meta-llama/Llama-2-7b-hf,1,0,rating
0,humour,meta-llama/Llama-2-7b-hf,2,0,rating
