model_name,metric_formula,phenomenon,metric,dependent_variable
gpt-3.5-turbo-instruct,sentence_mi_surprisal,deceits,string_score,0.6
gpt-3.5-turbo-instruct,sentence_mi_surprisal,humour,string_score,0.64
gpt-3.5-turbo-instruct,sentence_mi_surprisal,indirect_speech,string_score,0.65
gpt-3.5-turbo-instruct,sentence_mi_surprisal,irony,string_score,0.56
gpt-3.5-turbo-instruct,sentence_mi_surprisal,maxims,string_score,0.2631578947368421
gpt-3.5-turbo-instruct,sentence_mi_surprisal,metaphor,string_score,0.25
gpt-3.5-turbo-instruct,sentence_surprisal,coherence,string_score,0.725
gpt-3.5-turbo-instruct,sentence_surprisal,deceits,string_score,0.6
gpt-3.5-turbo-instruct,sentence_surprisal,humour,string_score,0.52
gpt-3.5-turbo-instruct,sentence_surprisal,indirect_speech,string_score,0.85
gpt-3.5-turbo-instruct,sentence_surprisal,irony,string_score,0.68
gpt-3.5-turbo-instruct,sentence_surprisal,maxims,string_score,0.47368421052631576
gpt-3.5-turbo-instruct,sentence_surprisal,metaphor,string_score,0.45
meta-llama/Llama-2-7b-hf,mean_sentence_cond_probs,coherence,string_score,0.5
meta-llama/Llama-2-7b-hf,mean_sentence_cond_probs,deceits,string_score,0.1
meta-llama/Llama-2-7b-hf,mean_sentence_cond_probs,humour,string_score,0.12
meta-llama/Llama-2-7b-hf,mean_sentence_cond_probs,indirect_speech,string_score,0.2
meta-llama/Llama-2-7b-hf,mean_sentence_cond_probs,irony,string_score,0.28
meta-llama/Llama-2-7b-hf,mean_sentence_cond_probs,maxims,string_score,0.3157894736842105
meta-llama/Llama-2-7b-hf,mean_sentence_cond_probs,metaphor,string_score,0.25
meta-llama/Llama-2-7b-hf,mean_sentence_surprisal,coherence,string_score,0.5
meta-llama/Llama-2-7b-hf,mean_sentence_surprisal,deceits,string_score,0.2
meta-llama/Llama-2-7b-hf,mean_sentence_surprisal,humour,string_score,0.08
meta-llama/Llama-2-7b-hf,mean_sentence_surprisal,indirect_speech,string_score,0.25
meta-llama/Llama-2-7b-hf,mean_sentence_surprisal,irony,string_score,0.24
meta-llama/Llama-2-7b-hf,mean_sentence_surprisal,maxims,string_score,0.21052631578947367
meta-llama/Llama-2-7b-hf,mean_sentence_surprisal,metaphor,string_score,0.15
meta-llama/Llama-2-7b-hf,sentence_cond_probs,coherence,string_score,0.5
meta-llama/Llama-2-7b-hf,sentence_cond_probs,deceits,string_score,0.1
meta-llama/Llama-2-7b-hf,sentence_cond_probs,humour,string_score,0.12
meta-llama/Llama-2-7b-hf,sentence_cond_probs,indirect_speech,string_score,0.55
meta-llama/Llama-2-7b-hf,sentence_cond_probs,irony,string_score,0.04
meta-llama/Llama-2-7b-hf,sentence_cond_probs,maxims,string_score,0.2631578947368421
meta-llama/Llama-2-7b-hf,sentence_cond_probs,metaphor,string_score,0.2
meta-llama/Llama-2-7b-hf,sentence_mi,coherence,string_score,0.525
meta-llama/Llama-2-7b-hf,sentence_mi,deceits,string_score,0.2
meta-llama/Llama-2-7b-hf,sentence_mi,humour,string_score,0.12
meta-llama/Llama-2-7b-hf,sentence_mi,indirect_speech,string_score,0.2
meta-llama/Llama-2-7b-hf,sentence_mi,irony,string_score,0.16
meta-llama/Llama-2-7b-hf,sentence_mi,maxims,string_score,0.21052631578947367
meta-llama/Llama-2-7b-hf,sentence_mi,metaphor,string_score,0.3
meta-llama/Llama-2-7b-hf,sentence_mi_surprisal,coherence,string_score,0.525
meta-llama/Llama-2-7b-hf,sentence_mi_surprisal,deceits,string_score,0.2
meta-llama/Llama-2-7b-hf,sentence_mi_surprisal,humour,string_score,0.12
meta-llama/Llama-2-7b-hf,sentence_mi_surprisal,indirect_speech,string_score,0.2
meta-llama/Llama-2-7b-hf,sentence_mi_surprisal,irony,string_score,0.16
meta-llama/Llama-2-7b-hf,sentence_mi_surprisal,maxims,string_score,0.21052631578947367
meta-llama/Llama-2-7b-hf,sentence_mi_surprisal,metaphor,string_score,0.3
meta-llama/Llama-2-7b-hf,sentence_surprisal,coherence,string_score,0.5
meta-llama/Llama-2-7b-hf,sentence_surprisal,deceits,string_score,0.1
meta-llama/Llama-2-7b-hf,sentence_surprisal,humour,string_score,0.12
meta-llama/Llama-2-7b-hf,sentence_surprisal,indirect_speech,string_score,0.55
meta-llama/Llama-2-7b-hf,sentence_surprisal,irony,string_score,0.04
meta-llama/Llama-2-7b-hf,sentence_surprisal,maxims,string_score,0.2631578947368421
meta-llama/Llama-2-7b-hf,sentence_surprisal,metaphor,string_score,0.2
text-davinci-002,mean_sentence_cond_probs,coherence,string_score,0.5
text-davinci-002,mean_sentence_cond_probs,deceits,string_score,0.6
text-davinci-002,mean_sentence_cond_probs,humour,string_score,0.72
text-davinci-002,mean_sentence_cond_probs,indirect_speech,string_score,0.5
text-davinci-002,mean_sentence_cond_probs,irony,string_score,0.48
text-davinci-002,mean_sentence_cond_probs,maxims,string_score,0.42105263157894735
text-davinci-002,mean_sentence_cond_probs,metaphor,string_score,0.25
text-davinci-002,mean_sentence_surprisal,coherence,string_score,0.725
text-davinci-002,mean_sentence_surprisal,deceits,string_score,0.65
text-davinci-002,mean_sentence_surprisal,humour,string_score,0.76
text-davinci-002,mean_sentence_surprisal,indirect_speech,string_score,0.65
text-davinci-002,mean_sentence_surprisal,irony,string_score,0.44
text-davinci-002,mean_sentence_surprisal,maxims,string_score,0.5263157894736842
text-davinci-002,mean_sentence_surprisal,metaphor,string_score,0.2
text-davinci-002,sentence_cond_probs,coherence,string_score,0.5
text-davinci-002,sentence_cond_probs,deceits,string_score,0.4
text-davinci-002,sentence_cond_probs,humour,string_score,0.6
text-davinci-002,sentence_cond_probs,indirect_speech,string_score,0.7
text-davinci-002,sentence_cond_probs,irony,string_score,0.4
text-davinci-002,sentence_cond_probs,maxims,string_score,0.42105263157894735
text-davinci-002,sentence_cond_probs,metaphor,string_score,0.35
text-davinci-002,sentence_mi,coherence,string_score,0.675
text-davinci-002,sentence_mi,deceits,string_score,0.35
text-davinci-002,sentence_mi,humour,string_score,0.68
text-davinci-002,sentence_mi,indirect_speech,string_score,0.65
text-davinci-002,sentence_mi,irony,string_score,0.52
text-davinci-002,sentence_mi,maxims,string_score,0.3684210526315789
text-davinci-002,sentence_mi,metaphor,string_score,0.15
text-davinci-002,sentence_mi_surprisal,coherence,string_score,0.675
text-davinci-002,sentence_mi_surprisal,deceits,string_score,0.35
text-davinci-002,sentence_mi_surprisal,humour,string_score,0.68
text-davinci-002,sentence_mi_surprisal,indirect_speech,string_score,0.65
text-davinci-002,sentence_mi_surprisal,irony,string_score,0.52
text-davinci-002,sentence_mi_surprisal,maxims,string_score,0.3684210526315789
text-davinci-002,sentence_mi_surprisal,metaphor,string_score,0.15
text-davinci-002,sentence_surprisal,coherence,string_score,0.5
text-davinci-002,sentence_surprisal,deceits,string_score,0.4
text-davinci-002,sentence_surprisal,humour,string_score,0.6
text-davinci-002,sentence_surprisal,indirect_speech,string_score,0.7
text-davinci-002,sentence_surprisal,irony,string_score,0.4
text-davinci-002,sentence_surprisal,maxims,string_score,0.42105263157894735
text-davinci-002,sentence_surprisal,metaphor,string_score,0.35
