model_name,item_id,seed,phenomenon,metric,dependent_variable
google/flan-t5-xl,15.0,0.0,indirect_speech,label_score,1.0
google/flan-t5-xl,15.0,0.0,irony,label_score,0.0
google/flan-t5-xl,15.0,0.0,maxims,label_score,0.0
google/flan-t5-xl,15.0,0.0,metaphor,label_score,1.0
google/flan-t5-xl,16.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,16.0,0.0,deceits,label_score,0.0
google/flan-t5-xl,16.0,0.0,humour,label_score,0.0
google/flan-t5-xl,16.0,0.0,indirect_speech,label_score,1.0
google/flan-t5-xl,16.0,0.0,irony,label_score,1.0
google/flan-t5-xl,16.0,0.0,maxims,label_score,1.0
google/flan-t5-xl,16.0,0.0,metaphor,label_score,1.0
google/flan-t5-xl,17.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,17.0,0.0,deceits,label_score,0.0
google/flan-t5-xl,17.0,0.0,humour,label_score,0.0
google/flan-t5-xl,17.0,0.0,indirect_speech,label_score,1.0
google/flan-t5-xl,17.0,0.0,irony,label_score,0.0
google/flan-t5-xl,17.0,0.0,maxims,label_score,0.0
google/flan-t5-xl,17.0,0.0,metaphor,label_score,0.0
google/flan-t5-xl,18.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,18.0,0.0,deceits,label_score,0.0
google/flan-t5-xl,18.0,0.0,humour,label_score,0.0
google/flan-t5-xl,18.0,0.0,indirect_speech,label_score,1.0
google/flan-t5-xl,18.0,0.0,irony,label_score,0.0
google/flan-t5-xl,18.0,0.0,maxims,label_score,0.0
google/flan-t5-xl,18.0,0.0,metaphor,label_score,0.0
google/flan-t5-xl,19.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,19.0,0.0,deceits,label_score,0.0
google/flan-t5-xl,19.0,0.0,humour,label_score,0.0
google/flan-t5-xl,19.0,0.0,indirect_speech,label_score,1.0
google/flan-t5-xl,19.0,0.0,irony,label_score,1.0
google/flan-t5-xl,19.0,0.0,maxims,label_score,1.0
google/flan-t5-xl,19.0,0.0,metaphor,label_score,1.0
google/flan-t5-xl,20.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,20.0,0.0,deceits,label_score,0.0
google/flan-t5-xl,20.0,0.0,humour,label_score,0.0
google/flan-t5-xl,20.0,0.0,indirect_speech,label_score,1.0
google/flan-t5-xl,20.0,0.0,irony,label_score,0.0
google/flan-t5-xl,20.0,0.0,metaphor,label_score,1.0
google/flan-t5-xl,21.0,0.0,coherence,label_score,0.0
google/flan-t5-xl,21.0,0.0,humour,label_score,0.0
google/flan-t5-xl,21.0,0.0,irony,label_score,1.0
google/flan-t5-xl,22.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,22.0,0.0,humour,label_score,1.0
google/flan-t5-xl,22.0,0.0,irony,label_score,0.0
google/flan-t5-xl,23.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,23.0,0.0,humour,label_score,1.0
google/flan-t5-xl,23.0,0.0,irony,label_score,0.0
google/flan-t5-xl,24.0,0.0,coherence,label_score,0.0
google/flan-t5-xl,24.0,0.0,humour,label_score,1.0
google/flan-t5-xl,24.0,0.0,irony,label_score,1.0
google/flan-t5-xl,25.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,25.0,0.0,humour,label_score,0.0
google/flan-t5-xl,25.0,0.0,irony,label_score,0.0
google/flan-t5-xl,26.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,27.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,28.0,0.0,coherence,label_score,0.0
google/flan-t5-xl,29.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,30.0,0.0,coherence,label_score,0.0
google/flan-t5-xl,31.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,32.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,33.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,34.0,0.0,coherence,label_score,0.0
google/flan-t5-xl,35.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,36.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,37.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,38.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,39.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,40.0,0.0,coherence,label_score,1.0
google/flan-t5-xl,1.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,1.0,1.0,deceits,label_score,1.0
google/flan-t5-xl,1.0,1.0,humour,label_score,0.0
google/flan-t5-xl,1.0,1.0,indirect_speech,label_score,1.0
google/flan-t5-xl,1.0,1.0,irony,label_score,0.0
google/flan-t5-xl,1.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,1.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,2.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,2.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,2.0,1.0,humour,label_score,0.0
google/flan-t5-xl,2.0,1.0,indirect_speech,label_score,0.0
google/flan-t5-xl,2.0,1.0,irony,label_score,1.0
google/flan-t5-xl,2.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,2.0,1.0,metaphor,label_score,0.0
google/flan-t5-xl,3.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,3.0,1.0,deceits,label_score,1.0
google/flan-t5-xl,3.0,1.0,humour,label_score,0.0
google/flan-t5-xl,3.0,1.0,indirect_speech,label_score,0.0
google/flan-t5-xl,3.0,1.0,irony,label_score,0.0
google/flan-t5-xl,3.0,1.0,maxims,label_score,1.0
google/flan-t5-xl,3.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,4.0,1.0,coherence,label_score,0.0
google/flan-t5-xl,4.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,4.0,1.0,humour,label_score,0.0
google/flan-t5-xl,4.0,1.0,indirect_speech,label_score,1.0
google/flan-t5-xl,4.0,1.0,irony,label_score,0.0
google/flan-t5-xl,4.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,4.0,1.0,metaphor,label_score,0.0
google/flan-t5-xl,5.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,5.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,5.0,1.0,humour,label_score,1.0
google/flan-t5-xl,5.0,1.0,indirect_speech,label_score,0.0
google/flan-t5-xl,5.0,1.0,irony,label_score,1.0
google/flan-t5-xl,5.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,5.0,1.0,metaphor,label_score,0.0
google/flan-t5-xl,6.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,6.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,6.0,1.0,humour,label_score,0.0
google/flan-t5-xl,6.0,1.0,indirect_speech,label_score,0.0
google/flan-t5-xl,6.0,1.0,irony,label_score,0.0
google/flan-t5-xl,6.0,1.0,maxims,label_score,1.0
google/flan-t5-xl,6.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,7.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,7.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,7.0,1.0,humour,label_score,1.0
google/flan-t5-xl,7.0,1.0,indirect_speech,label_score,0.0
google/flan-t5-xl,7.0,1.0,irony,label_score,0.0
google/flan-t5-xl,7.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,7.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,8.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,8.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,8.0,1.0,humour,label_score,1.0
google/flan-t5-xl,8.0,1.0,indirect_speech,label_score,1.0
google/flan-t5-xl,8.0,1.0,irony,label_score,0.0
google/flan-t5-xl,8.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,8.0,1.0,metaphor,label_score,0.0
google/flan-t5-xl,9.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,9.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,9.0,1.0,humour,label_score,1.0
google/flan-t5-xl,9.0,1.0,indirect_speech,label_score,0.0
google/flan-t5-xl,9.0,1.0,irony,label_score,0.0
google/flan-t5-xl,9.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,9.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,10.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,10.0,1.0,deceits,label_score,1.0
google/flan-t5-xl,10.0,1.0,humour,label_score,1.0
google/flan-t5-xl,10.0,1.0,indirect_speech,label_score,1.0
google/flan-t5-xl,10.0,1.0,irony,label_score,0.0
google/flan-t5-xl,10.0,1.0,maxims,label_score,1.0
google/flan-t5-xl,10.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,11.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,11.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,11.0,1.0,humour,label_score,0.0
google/flan-t5-xl,11.0,1.0,indirect_speech,label_score,1.0
google/flan-t5-xl,11.0,1.0,irony,label_score,0.0
google/flan-t5-xl,11.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,11.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,12.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,12.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,12.0,1.0,humour,label_score,1.0
google/flan-t5-xl,12.0,1.0,indirect_speech,label_score,1.0
google/flan-t5-xl,12.0,1.0,irony,label_score,1.0
google/flan-t5-xl,12.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,12.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,13.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,13.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,13.0,1.0,humour,label_score,0.0
google/flan-t5-xl,13.0,1.0,indirect_speech,label_score,1.0
google/flan-t5-xl,13.0,1.0,irony,label_score,0.0
google/flan-t5-xl,13.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,13.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,14.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,14.0,1.0,deceits,label_score,1.0
google/flan-t5-xl,14.0,1.0,humour,label_score,0.0
google/flan-t5-xl,14.0,1.0,indirect_speech,label_score,1.0
google/flan-t5-xl,14.0,1.0,irony,label_score,1.0
google/flan-t5-xl,14.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,14.0,1.0,metaphor,label_score,0.0
google/flan-t5-xl,15.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,15.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,15.0,1.0,humour,label_score,0.0
google/flan-t5-xl,15.0,1.0,indirect_speech,label_score,1.0
google/flan-t5-xl,15.0,1.0,irony,label_score,0.0
google/flan-t5-xl,15.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,15.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,16.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,16.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,16.0,1.0,humour,label_score,0.0
google/flan-t5-xl,16.0,1.0,indirect_speech,label_score,1.0
google/flan-t5-xl,16.0,1.0,irony,label_score,1.0
google/flan-t5-xl,16.0,1.0,maxims,label_score,1.0
google/flan-t5-xl,16.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,17.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,17.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,17.0,1.0,humour,label_score,0.0
google/flan-t5-xl,17.0,1.0,indirect_speech,label_score,1.0
google/flan-t5-xl,17.0,1.0,irony,label_score,0.0
google/flan-t5-xl,17.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,17.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,18.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,18.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,18.0,1.0,humour,label_score,1.0
google/flan-t5-xl,18.0,1.0,indirect_speech,label_score,1.0
google/flan-t5-xl,18.0,1.0,irony,label_score,0.0
google/flan-t5-xl,18.0,1.0,maxims,label_score,0.0
google/flan-t5-xl,18.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,19.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,19.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,19.0,1.0,humour,label_score,0.0
google/flan-t5-xl,19.0,1.0,indirect_speech,label_score,1.0
google/flan-t5-xl,19.0,1.0,irony,label_score,0.0
google/flan-t5-xl,19.0,1.0,maxims,label_score,1.0
google/flan-t5-xl,19.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,20.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,20.0,1.0,deceits,label_score,0.0
google/flan-t5-xl,20.0,1.0,humour,label_score,0.0
google/flan-t5-xl,20.0,1.0,indirect_speech,label_score,0.0
google/flan-t5-xl,20.0,1.0,irony,label_score,0.0
google/flan-t5-xl,20.0,1.0,metaphor,label_score,1.0
google/flan-t5-xl,21.0,1.0,coherence,label_score,0.0
google/flan-t5-xl,21.0,1.0,humour,label_score,0.0
google/flan-t5-xl,21.0,1.0,irony,label_score,1.0
google/flan-t5-xl,22.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,22.0,1.0,humour,label_score,1.0
google/flan-t5-xl,22.0,1.0,irony,label_score,0.0
google/flan-t5-xl,23.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,23.0,1.0,humour,label_score,1.0
google/flan-t5-xl,23.0,1.0,irony,label_score,0.0
google/flan-t5-xl,24.0,1.0,coherence,label_score,0.0
google/flan-t5-xl,24.0,1.0,humour,label_score,1.0
google/flan-t5-xl,24.0,1.0,irony,label_score,1.0
google/flan-t5-xl,25.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,25.0,1.0,humour,label_score,0.0
google/flan-t5-xl,25.0,1.0,irony,label_score,0.0
google/flan-t5-xl,26.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,27.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,28.0,1.0,coherence,label_score,0.0
google/flan-t5-xl,29.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,30.0,1.0,coherence,label_score,0.0
google/flan-t5-xl,31.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,32.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,33.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,34.0,1.0,coherence,label_score,0.0
google/flan-t5-xl,35.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,36.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,37.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,38.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,39.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,40.0,1.0,coherence,label_score,1.0
google/flan-t5-xl,1.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,1.0,2.0,deceits,label_score,0.0
google/flan-t5-xl,1.0,2.0,humour,label_score,0.0
google/flan-t5-xl,1.0,2.0,indirect_speech,label_score,1.0
google/flan-t5-xl,1.0,2.0,irony,label_score,0.0
google/flan-t5-xl,1.0,2.0,maxims,label_score,0.0
google/flan-t5-xl,1.0,2.0,metaphor,label_score,1.0
google/flan-t5-xl,2.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,2.0,2.0,deceits,label_score,0.0
google/flan-t5-xl,2.0,2.0,humour,label_score,0.0
google/flan-t5-xl,2.0,2.0,indirect_speech,label_score,0.0
google/flan-t5-xl,2.0,2.0,irony,label_score,1.0
google/flan-t5-xl,2.0,2.0,maxims,label_score,0.0
google/flan-t5-xl,2.0,2.0,metaphor,label_score,0.0
google/flan-t5-xl,3.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,3.0,2.0,deceits,label_score,1.0
google/flan-t5-xl,3.0,2.0,humour,label_score,0.0
google/flan-t5-xl,3.0,2.0,indirect_speech,label_score,0.0
google/flan-t5-xl,3.0,2.0,irony,label_score,0.0
google/flan-t5-xl,3.0,2.0,maxims,label_score,1.0
google/flan-t5-xl,3.0,2.0,metaphor,label_score,1.0
google/flan-t5-xl,4.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,4.0,2.0,deceits,label_score,0.0
google/flan-t5-xl,4.0,2.0,humour,label_score,1.0
google/flan-t5-xl,4.0,2.0,indirect_speech,label_score,1.0
google/flan-t5-xl,4.0,2.0,irony,label_score,0.0
google/flan-t5-xl,4.0,2.0,maxims,label_score,0.0
google/flan-t5-xl,4.0,2.0,metaphor,label_score,0.0
google/flan-t5-xl,5.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,5.0,2.0,deceits,label_score,1.0
google/flan-t5-xl,5.0,2.0,humour,label_score,1.0
google/flan-t5-xl,5.0,2.0,indirect_speech,label_score,0.0
google/flan-t5-xl,5.0,2.0,irony,label_score,1.0
google/flan-t5-xl,5.0,2.0,maxims,label_score,0.0
google/flan-t5-xl,5.0,2.0,metaphor,label_score,0.0
google/flan-t5-xl,6.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,6.0,2.0,deceits,label_score,0.0
google/flan-t5-xl,6.0,2.0,humour,label_score,0.0
google/flan-t5-xl,6.0,2.0,indirect_speech,label_score,0.0
google/flan-t5-xl,6.0,2.0,irony,label_score,0.0
google/flan-t5-xl,6.0,2.0,maxims,label_score,1.0
google/flan-t5-xl,6.0,2.0,metaphor,label_score,1.0
google/flan-t5-xl,7.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,7.0,2.0,deceits,label_score,0.0
google/flan-t5-xl,7.0,2.0,humour,label_score,1.0
google/flan-t5-xl,7.0,2.0,indirect_speech,label_score,1.0
google/flan-t5-xl,7.0,2.0,irony,label_score,0.0
google/flan-t5-xl,7.0,2.0,maxims,label_score,0.0
google/flan-t5-xl,7.0,2.0,metaphor,label_score,0.0
google/flan-t5-xl,8.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,8.0,2.0,deceits,label_score,0.0
google/flan-t5-xl,8.0,2.0,humour,label_score,1.0
google/flan-t5-xl,8.0,2.0,indirect_speech,label_score,1.0
google/flan-t5-xl,8.0,2.0,irony,label_score,1.0
google/flan-t5-xl,8.0,2.0,maxims,label_score,0.0
google/flan-t5-xl,8.0,2.0,metaphor,label_score,0.0
google/flan-t5-xl,9.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,9.0,2.0,deceits,label_score,0.0
google/flan-t5-xl,9.0,2.0,humour,label_score,0.0
google/flan-t5-xl,9.0,2.0,indirect_speech,label_score,1.0
google/flan-t5-xl,9.0,2.0,irony,label_score,0.0
google/flan-t5-xl,9.0,2.0,maxims,label_score,0.0
google/flan-t5-xl,9.0,2.0,metaphor,label_score,1.0
google/flan-t5-xl,10.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,10.0,2.0,deceits,label_score,1.0
google/flan-t5-xl,10.0,2.0,humour,label_score,0.0
google/flan-t5-xl,10.0,2.0,indirect_speech,label_score,1.0
google/flan-t5-xl,10.0,2.0,irony,label_score,0.0
google/flan-t5-xl,10.0,2.0,maxims,label_score,1.0
google/flan-t5-xl,10.0,2.0,metaphor,label_score,1.0
google/flan-t5-xl,11.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,11.0,2.0,deceits,label_score,0.0
google/flan-t5-xl,11.0,2.0,humour,label_score,0.0
google/flan-t5-xl,11.0,2.0,indirect_speech,label_score,1.0
google/flan-t5-xl,11.0,2.0,irony,label_score,0.0
google/flan-t5-xl,11.0,2.0,maxims,label_score,0.0
google/flan-t5-xl,11.0,2.0,metaphor,label_score,1.0
google/flan-t5-xl,12.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,12.0,2.0,deceits,label_score,0.0
google/flan-t5-xl,12.0,2.0,humour,label_score,1.0
google/flan-t5-xl,12.0,2.0,indirect_speech,label_score,1.0
google/flan-t5-xl,12.0,2.0,irony,label_score,1.0
google/flan-t5-xl,12.0,2.0,maxims,label_score,0.0
google/flan-t5-xl,12.0,2.0,metaphor,label_score,1.0
google/flan-t5-xl,13.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,13.0,2.0,deceits,label_score,0.0
google/flan-t5-xl,13.0,2.0,humour,label_score,0.0
google/flan-t5-xl,13.0,2.0,indirect_speech,label_score,1.0
google/flan-t5-xl,13.0,2.0,irony,label_score,0.0
google/flan-t5-xl,13.0,2.0,maxims,label_score,0.0
google/flan-t5-xl,13.0,2.0,metaphor,label_score,1.0
google/flan-t5-xl,14.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,14.0,2.0,deceits,label_score,1.0
google/flan-t5-xl,14.0,2.0,humour,label_score,0.0
google/flan-t5-xl,14.0,2.0,indirect_speech,label_score,1.0
google/flan-t5-xl,14.0,2.0,irony,label_score,1.0
google/flan-t5-xl,14.0,2.0,maxims,label_score,0.0
google/flan-t5-xl,14.0,2.0,metaphor,label_score,0.0
google/flan-t5-xl,15.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,15.0,2.0,deceits,label_score,0.0
google/flan-t5-xl,15.0,2.0,humour,label_score,1.0
google/flan-t5-xl,15.0,2.0,indirect_speech,label_score,0.0
google/flan-t5-xl,15.0,2.0,irony,label_score,0.0
google/flan-t5-xl,15.0,2.0,maxims,label_score,0.0
google/flan-t5-xl,15.0,2.0,metaphor,label_score,1.0
google/flan-t5-xl,16.0,2.0,coherence,label_score,1.0
google/flan-t5-xl,16.0,2.0,deceits,label_score,0.0
google/flan-t5-xl,16.0,2.0,humour,label_score,1.0
