metric_formula,model_name,item_id,phenomenon,metric,dependent_variable
mean_sentence_surprisal,google/flan-t5-xl,29,coherence,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,30,coherence,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,31,coherence,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,32,coherence,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,33,coherence,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,34,coherence,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,35,coherence,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,36,coherence,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,37,coherence,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,38,coherence,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,39,coherence,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,40,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,1,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,2,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,3,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,4,coherence,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,5,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,6,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,7,coherence,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,8,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,9,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,10,coherence,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,11,coherence,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,12,coherence,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,13,coherence,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,14,coherence,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,15,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,16,coherence,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,17,coherence,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,18,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,19,coherence,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,20,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,21,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,22,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,23,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,24,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,25,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,26,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,27,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,28,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,29,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,30,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,31,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,32,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,33,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,34,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,35,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,36,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,37,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,38,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,39,coherence,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,40,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,1,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,2,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,3,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,4,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,5,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,6,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,7,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,8,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,9,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,10,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,11,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,12,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,13,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,14,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,15,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,16,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,17,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,18,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,19,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,20,coherence,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,21,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,22,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,23,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,24,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,25,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,26,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,27,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,28,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,29,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,30,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,31,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,32,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,33,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,34,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,35,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,36,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,37,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,38,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,39,coherence,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,40,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,1,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,2,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,3,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,4,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,5,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,6,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,7,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,8,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,9,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,10,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,11,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,12,coherence,string_score,0
mean_sentence_surprisal,text-davinci-002,13,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,14,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,15,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,16,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,17,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,18,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,19,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,20,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,21,coherence,string_score,0
mean_sentence_surprisal,text-davinci-002,22,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,23,coherence,string_score,0
mean_sentence_surprisal,text-davinci-002,24,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,25,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,26,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,27,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,28,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,29,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,30,coherence,string_score,0
mean_sentence_surprisal,text-davinci-002,31,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,32,coherence,string_score,0
mean_sentence_surprisal,text-davinci-002,33,coherence,string_score,0
mean_sentence_surprisal,text-davinci-002,34,coherence,string_score,0
mean_sentence_surprisal,text-davinci-002,35,coherence,string_score,0
mean_sentence_surprisal,text-davinci-002,36,coherence,string_score,0
mean_sentence_surprisal,text-davinci-002,37,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,38,coherence,string_score,1
mean_sentence_surprisal,text-davinci-002,39,coherence,string_score,0
mean_sentence_surprisal,text-davinci-002,40,coherence,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,1,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,2,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,3,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,4,deceits,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,5,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,6,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,7,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,8,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,9,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,10,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,11,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,12,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,13,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,14,deceits,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,15,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,16,deceits,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,17,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,18,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,19,deceits,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,20,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,1,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,2,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,3,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,4,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,5,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,6,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,7,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,8,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,9,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,10,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,11,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,12,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,13,deceits,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,14,deceits,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,15,deceits,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,16,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,17,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,18,deceits,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,19,deceits,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,20,deceits,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,1,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,2,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,3,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,4,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,5,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,6,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,7,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,8,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,9,deceits,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,10,deceits,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,11,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,12,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,13,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,14,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,15,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,16,deceits,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,17,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,18,deceits,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,19,deceits,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,20,deceits,string_score,0
mean_sentence_surprisal,text-davinci-002,1,deceits,string_score,1
mean_sentence_surprisal,text-davinci-002,2,deceits,string_score,1
mean_sentence_surprisal,text-davinci-002,3,deceits,string_score,1
mean_sentence_surprisal,text-davinci-002,4,deceits,string_score,1
mean_sentence_surprisal,text-davinci-002,5,deceits,string_score,1
mean_sentence_surprisal,text-davinci-002,6,deceits,string_score,1
mean_sentence_surprisal,text-davinci-002,7,deceits,string_score,1
mean_sentence_surprisal,text-davinci-002,8,deceits,string_score,1
mean_sentence_surprisal,text-davinci-002,9,deceits,string_score,0
mean_sentence_surprisal,text-davinci-002,10,deceits,string_score,0
mean_sentence_surprisal,text-davinci-002,11,deceits,string_score,1
mean_sentence_surprisal,text-davinci-002,12,deceits,string_score,0
mean_sentence_surprisal,text-davinci-002,13,deceits,string_score,0
mean_sentence_surprisal,text-davinci-002,14,deceits,string_score,0
mean_sentence_surprisal,text-davinci-002,15,deceits,string_score,0
mean_sentence_surprisal,text-davinci-002,16,deceits,string_score,1
mean_sentence_surprisal,text-davinci-002,17,deceits,string_score,1
mean_sentence_surprisal,text-davinci-002,18,deceits,string_score,0
mean_sentence_surprisal,text-davinci-002,19,deceits,string_score,1
mean_sentence_surprisal,text-davinci-002,20,deceits,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,1,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,2,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,3,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,4,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,5,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,6,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,7,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,8,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,9,humour,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,10,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,11,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,12,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,13,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,14,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,15,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,16,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,17,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,18,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,19,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,20,humour,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,21,humour,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,22,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,23,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,24,humour,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,25,humour,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,1,humour,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,2,humour,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,3,humour,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,4,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,5,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,6,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,7,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,8,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,9,humour,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,10,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,11,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,12,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,13,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,14,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,15,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,16,humour,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,17,humour,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,18,humour,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,19,humour,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,20,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,21,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,22,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,23,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,24,humour,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,25,humour,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,1,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,2,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,3,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,4,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,5,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,6,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,7,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,8,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,9,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,10,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,11,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,12,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,13,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,14,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,15,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,16,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,17,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,18,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,19,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,20,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,21,humour,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,22,humour,string_score,1
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,23,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,24,humour,string_score,0
mean_sentence_surprisal,meta-llama/Llama-2-7b-hf,25,humour,string_score,0
mean_sentence_surprisal,text-davinci-002,1,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,2,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,3,humour,string_score,0
mean_sentence_surprisal,text-davinci-002,4,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,5,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,6,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,7,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,8,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,9,humour,string_score,0
mean_sentence_surprisal,text-davinci-002,10,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,11,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,12,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,13,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,14,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,15,humour,string_score,0
mean_sentence_surprisal,text-davinci-002,16,humour,string_score,0
mean_sentence_surprisal,text-davinci-002,17,humour,string_score,0
mean_sentence_surprisal,text-davinci-002,18,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,19,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,20,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,21,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,22,humour,string_score,0
mean_sentence_surprisal,text-davinci-002,23,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,24,humour,string_score,1
mean_sentence_surprisal,text-davinci-002,25,humour,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,1,indirect_speech,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,2,indirect_speech,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,3,indirect_speech,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,4,indirect_speech,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,5,indirect_speech,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,6,indirect_speech,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,7,indirect_speech,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,8,indirect_speech,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,9,indirect_speech,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,10,indirect_speech,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,11,indirect_speech,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,12,indirect_speech,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,13,indirect_speech,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,14,indirect_speech,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,15,indirect_speech,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,16,indirect_speech,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,17,indirect_speech,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,18,indirect_speech,string_score,1
mean_sentence_surprisal,google/flan-t5-xl,19,indirect_speech,string_score,0
mean_sentence_surprisal,google/flan-t5-xl,20,indirect_speech,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,1,indirect_speech,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,2,indirect_speech,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,3,indirect_speech,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,4,indirect_speech,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,5,indirect_speech,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,6,indirect_speech,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,7,indirect_speech,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,8,indirect_speech,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,9,indirect_speech,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,10,indirect_speech,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,11,indirect_speech,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,12,indirect_speech,string_score,1
mean_sentence_surprisal,gpt-3.5-turbo-instruct,13,indirect_speech,string_score,0
mean_sentence_surprisal,gpt-3.5-turbo-instruct,14,indirect_speech,string_score,1
