model_name,item_id,phenomenon,metric,dependent_variable,metric_formula
text-embedding-ada-002,9,metaphor,embedding_similarity,0,cosine
text-embedding-ada-002,10,metaphor,embedding_similarity,0,cosine
text-embedding-ada-002,11,metaphor,embedding_similarity,0,cosine
text-embedding-ada-002,12,metaphor,embedding_similarity,0,cosine
text-embedding-ada-002,13,metaphor,embedding_similarity,0,cosine
text-embedding-ada-002,14,metaphor,embedding_similarity,0,cosine
text-embedding-ada-002,15,metaphor,embedding_similarity,0,cosine
text-embedding-ada-002,16,metaphor,embedding_similarity,0,cosine
text-embedding-ada-002,17,metaphor,embedding_similarity,0,cosine
text-embedding-ada-002,18,metaphor,embedding_similarity,1,cosine
text-embedding-ada-002,19,metaphor,embedding_similarity,0,cosine
text-embedding-ada-002,20,metaphor,embedding_similarity,0,cosine
text-embedding-ada-002,1,maxims,embedding_similarity,0,cosine
text-embedding-ada-002,2,maxims,embedding_similarity,0,cosine
text-embedding-ada-002,3,maxims,embedding_similarity,0,cosine
text-embedding-ada-002,4,maxims,embedding_similarity,1,cosine
text-embedding-ada-002,5,maxims,embedding_similarity,0,cosine
text-embedding-ada-002,6,maxims,embedding_similarity,0,cosine
text-embedding-ada-002,7,maxims,embedding_similarity,1,cosine
text-embedding-ada-002,8,maxims,embedding_similarity,0,cosine
text-embedding-ada-002,9,maxims,embedding_similarity,1,cosine
text-embedding-ada-002,10,maxims,embedding_similarity,0,cosine
text-embedding-ada-002,11,maxims,embedding_similarity,0,cosine
text-embedding-ada-002,12,maxims,embedding_similarity,0,cosine
text-embedding-ada-002,13,maxims,embedding_similarity,0,cosine
text-embedding-ada-002,14,maxims,embedding_similarity,1,cosine
text-embedding-ada-002,15,maxims,embedding_similarity,0,cosine
text-embedding-ada-002,16,maxims,embedding_similarity,0,cosine
text-embedding-ada-002,17,maxims,embedding_similarity,0,cosine
text-embedding-ada-002,18,maxims,embedding_similarity,1,cosine
text-embedding-ada-002,19,maxims,embedding_similarity,1,cosine
text-embedding-ada-002,1,indirect_speech,embedding_similarity,1,cosine
text-embedding-ada-002,2,indirect_speech,embedding_similarity,0,cosine
text-embedding-ada-002,3,indirect_speech,embedding_similarity,1,cosine
text-embedding-ada-002,4,indirect_speech,embedding_similarity,0,cosine
text-embedding-ada-002,5,indirect_speech,embedding_similarity,0,cosine
text-embedding-ada-002,6,indirect_speech,embedding_similarity,0,cosine
text-embedding-ada-002,7,indirect_speech,embedding_similarity,1,cosine
text-embedding-ada-002,8,indirect_speech,embedding_similarity,0,cosine
text-embedding-ada-002,9,indirect_speech,embedding_similarity,0,cosine
text-embedding-ada-002,10,indirect_speech,embedding_similarity,0,cosine
text-embedding-ada-002,11,indirect_speech,embedding_similarity,1,cosine
text-embedding-ada-002,12,indirect_speech,embedding_similarity,1,cosine
text-embedding-ada-002,13,indirect_speech,embedding_similarity,1,cosine
text-embedding-ada-002,14,indirect_speech,embedding_similarity,1,cosine
text-embedding-ada-002,15,indirect_speech,embedding_similarity,1,cosine
text-embedding-ada-002,16,indirect_speech,embedding_similarity,1,cosine
text-embedding-ada-002,17,indirect_speech,embedding_similarity,0,cosine
text-embedding-ada-002,18,indirect_speech,embedding_similarity,0,cosine
text-embedding-ada-002,19,indirect_speech,embedding_similarity,1,cosine
text-embedding-ada-002,20,indirect_speech,embedding_similarity,1,cosine
text-embedding-ada-002,1,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,2,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,3,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,4,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,5,deceits,embedding_similarity,1,cosine
text-embedding-ada-002,6,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,7,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,8,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,9,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,10,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,11,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,12,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,13,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,14,deceits,embedding_similarity,1,cosine
text-embedding-ada-002,15,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,16,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,17,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,18,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,19,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,20,deceits,embedding_similarity,0,cosine
text-embedding-ada-002,1,irony,embedding_similarity,1,cosine
text-embedding-ada-002,2,irony,embedding_similarity,0,cosine
text-embedding-ada-002,3,irony,embedding_similarity,0,cosine
text-embedding-ada-002,4,irony,embedding_similarity,0,cosine
text-embedding-ada-002,5,irony,embedding_similarity,0,cosine
text-embedding-ada-002,6,irony,embedding_similarity,0,cosine
text-embedding-ada-002,7,irony,embedding_similarity,0,cosine
text-embedding-ada-002,8,irony,embedding_similarity,0,cosine
text-embedding-ada-002,9,irony,embedding_similarity,1,cosine
text-embedding-ada-002,10,irony,embedding_similarity,0,cosine
text-embedding-ada-002,11,irony,embedding_similarity,1,cosine
text-embedding-ada-002,12,irony,embedding_similarity,1,cosine
text-embedding-ada-002,13,irony,embedding_similarity,1,cosine
text-embedding-ada-002,14,irony,embedding_similarity,1,cosine
text-embedding-ada-002,15,irony,embedding_similarity,1,cosine
text-embedding-ada-002,16,irony,embedding_similarity,1,cosine
text-embedding-ada-002,17,irony,embedding_similarity,0,cosine
text-embedding-ada-002,18,irony,embedding_similarity,0,cosine
text-embedding-ada-002,19,irony,embedding_similarity,0,cosine
text-embedding-ada-002,20,irony,embedding_similarity,0,cosine
text-embedding-ada-002,21,irony,embedding_similarity,0,cosine
text-embedding-ada-002,22,irony,embedding_similarity,1,cosine
text-embedding-ada-002,23,irony,embedding_similarity,1,cosine
text-embedding-ada-002,24,irony,embedding_similarity,0,cosine
text-embedding-ada-002,25,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,1,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,2,irony,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,3,irony,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,4,irony,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,5,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,6,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,7,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,8,irony,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,9,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,10,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,11,irony,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,12,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,13,irony,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,14,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,15,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,16,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,17,irony,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,18,irony,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,19,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,20,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,21,irony,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,22,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,23,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,24,irony,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,25,irony,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,1,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,2,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,3,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,4,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,5,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,6,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,7,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,8,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,9,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,10,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,11,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,12,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,13,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,14,humour,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,15,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,16,humour,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,17,humour,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,18,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,19,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,20,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,21,humour,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,22,humour,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,23,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,24,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,25,humour,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,1,deceits,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,2,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,3,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,4,deceits,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,5,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,6,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,7,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,8,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,9,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,10,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,11,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,12,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,13,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,14,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,15,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,16,deceits,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,17,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,18,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,19,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,20,deceits,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,1,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,2,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,3,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,4,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,5,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,6,metaphor,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,7,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,8,metaphor,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,9,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,10,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,11,metaphor,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,12,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,13,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,14,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,15,metaphor,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,16,metaphor,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,17,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,18,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,19,metaphor,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,20,metaphor,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,1,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,2,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,3,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,4,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,5,maxims,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,6,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,7,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,8,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,9,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,10,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,11,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,12,maxims,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,13,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,14,maxims,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,15,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,16,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,17,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,18,maxims,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,19,maxims,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,1,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,2,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,3,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,4,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,5,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,6,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,7,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,8,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,9,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,10,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,11,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,12,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,13,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,14,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,15,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,16,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,17,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,18,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,19,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,20,coherence,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,21,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,22,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,23,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,24,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,25,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,26,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,27,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,28,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,29,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,30,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,31,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,32,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,33,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,34,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,35,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,36,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,37,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,38,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,39,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,40,coherence,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,1,indirect_speech,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,2,indirect_speech,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,3,indirect_speech,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,4,indirect_speech,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,5,indirect_speech,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,6,indirect_speech,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,7,indirect_speech,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,8,indirect_speech,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,9,indirect_speech,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,10,indirect_speech,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,11,indirect_speech,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,12,indirect_speech,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,13,indirect_speech,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,14,indirect_speech,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,15,indirect_speech,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,16,indirect_speech,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,17,indirect_speech,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,18,indirect_speech,embedding_similarity,1,cosine
meta-llama/Llama-2-7b-hf,19,indirect_speech,embedding_similarity,0,cosine
meta-llama/Llama-2-7b-hf,20,indirect_speech,embedding_similarity,0,cosine
google/flan-t5-xl,1,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,2,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,3,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,4,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,5,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,6,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,7,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,8,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,9,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,10,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,11,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,12,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,13,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,14,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,15,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,16,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,17,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,18,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,19,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,20,coherence,embedding_similarity,1,cosine
google/flan-t5-xl,21,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,22,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,23,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,24,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,25,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,26,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,27,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,28,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,29,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,30,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,31,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,32,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,33,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,34,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,35,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,36,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,37,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,38,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,39,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,40,coherence,embedding_similarity,0,cosine
google/flan-t5-xl,1,maxims,embedding_similarity,0,cosine
google/flan-t5-xl,2,maxims,embedding_similarity,0,cosine
google/flan-t5-xl,3,maxims,embedding_similarity,1,cosine
google/flan-t5-xl,4,maxims,embedding_similarity,0,cosine
google/flan-t5-xl,5,maxims,embedding_similarity,1,cosine
google/flan-t5-xl,6,maxims,embedding_similarity,0,cosine
google/flan-t5-xl,7,maxims,embedding_similarity,0,cosine
google/flan-t5-xl,8,maxims,embedding_similarity,1,cosine
google/flan-t5-xl,9,maxims,embedding_similarity,0,cosine
google/flan-t5-xl,10,maxims,embedding_similarity,0,cosine
google/flan-t5-xl,11,maxims,embedding_similarity,0,cosine
google/flan-t5-xl,12,maxims,embedding_similarity,1,cosine
google/flan-t5-xl,13,maxims,embedding_similarity,0,cosine
google/flan-t5-xl,14,maxims,embedding_similarity,0,cosine
google/flan-t5-xl,15,maxims,embedding_similarity,0,cosine
google/flan-t5-xl,16,maxims,embedding_similarity,1,cosine
google/flan-t5-xl,17,maxims,embedding_similarity,0,cosine
google/flan-t5-xl,18,maxims,embedding_similarity,1,cosine
google/flan-t5-xl,19,maxims,embedding_similarity,0,cosine
google/flan-t5-xl,1,deceits,embedding_similarity,1,cosine
google/flan-t5-xl,2,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,3,deceits,embedding_similarity,1,cosine
google/flan-t5-xl,4,deceits,embedding_similarity,1,cosine
google/flan-t5-xl,5,deceits,embedding_similarity,1,cosine
google/flan-t5-xl,6,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,7,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,8,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,9,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,10,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,11,deceits,embedding_similarity,0,cosine
google/flan-t5-xl,12,deceits,embedding_similarity,0,cosine
