model_name,seed,item_id,phenomenon,prompt,question,options,option_names,shuffled_options,shuffled_option_names,option_numbering,cosine_sims,choice_probs_rounded,chosen_option
text-embedding-ada-002,0,4,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark asked his mom what she thought about his new girlfriend. She replied: ""This young lady is 100% polyester."" What does she mean?
Your answer:
",,His girlfriend's behavior was not very natural.,target,His girlfriend wore clothes made of polyester.,distractor_plausibleliteral,A,0.8333630176107151,0.2069362705926449,distractor_plausibleliteral
text-embedding-ada-002,0,4,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark asked his mom what she thought about his new girlfriend. She replied: ""This young lady is 100% polyester."" What does she mean?
Your answer:
",,The girl made a good impression on Mark's mom.,competitor,His girlfriend's behavior was not very natural.,target,B,0.7760921573663515,0.1954178358467794,distractor_plausibleliteral
text-embedding-ada-002,0,4,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark asked his mom what she thought about his new girlfriend. She replied: ""This young lady is 100% polyester."" What does she mean?
Your answer:
",,His girlfriend wore clothes made of polyester.,distractor_plausibleliteral,His girlfriend is made of polyester.,distractor_literal,C,0.8264819242344222,0.2055172107327601,distractor_plausibleliteral
text-embedding-ada-002,0,4,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark asked his mom what she thought about his new girlfriend. She replied: ""This young lady is 100% polyester."" What does she mean?
Your answer:
",,His girlfriend is made of polyester.,distractor_literal,The girl made a good impression on Mark's mom.,competitor,D,0.8128029044905692,0.2027250771124115,distractor_plausibleliteral
text-embedding-ada-002,0,4,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark asked his mom what she thought about his new girlfriend. She replied: ""This young lady is 100% polyester."" What does she mean?
Your answer:
",,His girlfriend has a beautiful smile.,distractor_nonsequitut,His girlfriend has a beautiful smile.,distractor_nonsequitut,E,0.7448323614195294,0.1894036057154041,distractor_plausibleliteral
text-embedding-ada-002,0,5,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her husband: ""Our kids are pieces of taffy."" What did she mean? 
Your answer:
",, Their kids always stick together.,target,Their kids need to stick to a diet.,competitor,A,0.7687531483862338,0.1977346484213208,distractor_literal
text-embedding-ada-002,0,5,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her husband: ""Our kids are pieces of taffy."" What did she mean? 
Your answer:
",,Their kids need to stick to a diet.,competitor,Their kids argue too much.,distractor_nonsequitut,B,0.7806035857505446,0.20009182971642622,distractor_literal
text-embedding-ada-002,0,5,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her husband: ""Our kids are pieces of taffy."" What did she mean? 
Your answer:
",,Their kids eat too many candies.,distractor_plausibleliteral,Their kids are sweet candy.,distractor_literal,C,0.8068191129892218,0.20540670426228635,distractor_literal
text-embedding-ada-002,0,5,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her husband: ""Our kids are pieces of taffy."" What did she mean? 
Your answer:
",,Their kids are sweet candy.,distractor_literal,Their kids eat too many candies.,distractor_plausibleliteral,D,0.7839911864308058,0.20077081034318228,distractor_literal
text-embedding-ada-002,0,5,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her husband: ""Our kids are pieces of taffy."" What did she mean? 
Your answer:
",,Their kids argue too much.,distractor_nonsequitut, Their kids always stick together.,target,E,0.759921463881,0.19599600725678434,distractor_literal
text-embedding-ada-002,0,6,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark saw a lady at the party and said to his friend: ""This lady's jewels are bursting stars."" What did Mark mean?
Your answer:
",,The lady's jewelry is shining very brightly.,target,The lady's jewelry broke into many pieces.,competitor,A,0.7985743344293954,0.1965402601541285,distractor_literal
text-embedding-ada-002,0,6,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark saw a lady at the party and said to his friend: ""This lady's jewels are bursting stars."" What did Mark mean?
Your answer:
",,The lady's jewelry broke into many pieces.,competitor,The lady wears bursting stars.,distractor_literal,B,0.8251710494795224,0.2018377206985132,distractor_literal
text-embedding-ada-002,0,6,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark saw a lady at the party and said to his friend: ""This lady's jewels are bursting stars."" What did Mark mean?
Your answer:
",,The lady wears some jewelry designed to look like stars.,distractor_plausibleliteral,Mark did not like the lady's jewelry.,distractor_nonsequitut,C,0.8241865281040073,0.20163910493487558,distractor_literal
text-embedding-ada-002,0,6,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark saw a lady at the party and said to his friend: ""This lady's jewels are bursting stars."" What did Mark mean?
Your answer:
",,The lady wears bursting stars.,distractor_literal,The lady's jewelry is shining very brightly.,target,D,0.8071615597259134,0.19823526291737026,distractor_literal
text-embedding-ada-002,0,6,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mark saw a lady at the party and said to his friend: ""This lady's jewels are bursting stars."" What did Mark mean?
Your answer:
",,Mark did not like the lady's jewelry.,distractor_nonsequitut,The lady wears some jewelry designed to look like stars.,distractor_plausibleliteral,E,0.8247247032482349,0.2017476512951125,distractor_literal
text-embedding-ada-002,0,7,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ben was telling his friend about the fashion show that he attended. He said: ""This model was the blue canary at the show."" What did Ben mean? 
Your answer:
",,The model stood out at the fashion show.,target,The model's skin turned blue.,competitor,A,0.7945274347874444,0.19718244170996563,distractor_literal
text-embedding-ada-002,0,7,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ben was telling his friend about the fashion show that he attended. He said: ""This model was the blue canary at the show."" What did Ben mean? 
Your answer:
",,The model's skin turned blue.,competitor,The model stood out at the fashion show.,target,B,0.7951837211838817,0.19731189233777285,distractor_literal
text-embedding-ada-002,0,7,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ben was telling his friend about the fashion show that he attended. He said: ""This model was the blue canary at the show."" What did Ben mean? 
Your answer:
",,The model wore a costume made of blue feathers.,distractor_plausibleliteral,The model came to the show with her pet bird.,distractor_nonsequitut,C,0.7975502345198977,0.19777938650976207,distractor_literal
text-embedding-ada-002,0,7,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ben was telling his friend about the fashion show that he attended. He said: ""This model was the blue canary at the show."" What did Ben mean? 
Your answer:
",,The blue canary worked as a model at the show.,distractor_literal,The blue canary worked as a model at the show.,distractor_literal,D,0.845928534605373,0.20758284230929117,distractor_literal
text-embedding-ada-002,0,7,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ben was telling his friend about the fashion show that he attended. He said: ""This model was the blue canary at the show."" What did Ben mean? 
Your answer:
",,The model came to the show with her pet bird.,distractor_nonsequitut,The model wore a costume made of blue feathers.,distractor_plausibleliteral,E,0.8094323297242791,0.20014343713320823,distractor_literal
text-embedding-ada-002,0,8,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her granddaughter: ""The queen is our nation's aunt."" What did Mary mean?
Your answer:
",,The queen cares about you from afar.,target,The queen has a lot of relatives.,distractor_nonsequitut,A,0.8125774737277484,0.1994551936633854,distractor_literal
text-embedding-ada-002,0,8,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her granddaughter: ""The queen is our nation's aunt."" What did Mary mean?
Your answer:
",,People of the country love the pies that the queen bakes.,competitor,The queen cares about you from afar.,target,B,0.8043340565793733,0.19781775959813022,distractor_literal
text-embedding-ada-002,0,8,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her granddaughter: ""The queen is our nation's aunt."" What did Mary mean?
Your answer:
",,Mary and her family are related to the queen.,distractor_plausibleliteral,People of the country love the pies that the queen bakes.,competitor,C,0.770978699296019,0.19132830819309055,distractor_literal
text-embedding-ada-002,0,8,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her granddaughter: ""The queen is our nation's aunt."" What did Mary mean?
Your answer:
",,The queen is an aunt of everyone living in the country.,distractor_literal,The queen is an aunt of everyone living in the country.,distractor_literal,D,0.8495045648107188,0.20695817278809142,distractor_literal
text-embedding-ada-002,0,8,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Mary said to her granddaughter: ""The queen is our nation's aunt."" What did Mary mean?
Your answer:
",,The queen has a lot of relatives.,distractor_nonsequitut,Mary and her family are related to the queen.,distractor_plausibleliteral,E,0.8372651570362034,0.2044405657573025,distractor_literal
text-embedding-ada-002,0,9,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Abby and Kyle were walking along the promenade one night, and they saw a couple smiling at each other. Abby noted: ""This sunset sings to the lovers."" What did Abby mean?
Your answer:
",,It was a very romantic night.,target,It was a very romantic night.,target,A,0.7842198574576434,0.19759121911279362,distractor_nonsequitut
text-embedding-ada-002,0,9,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Abby and Kyle were walking along the promenade one night, and they saw a couple smiling at each other. Abby noted: ""This sunset sings to the lovers."" What did Abby mean?
Your answer:
",,It was too dark to see any singers performing on the promenade.,competitor,There were a lot of musicians and singers performing on the promenade.,distractor_plausibleliteral,B,0.7890535870231759,0.19854863370796566,distractor_nonsequitut
text-embedding-ada-002,0,9,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Abby and Kyle were walking along the promenade one night, and they saw a couple smiling at each other. Abby noted: ""This sunset sings to the lovers."" What did Abby mean?
Your answer:
",,There were a lot of musicians and singers performing on the promenade.,distractor_plausibleliteral,It was too dark to see any singers performing on the promenade.,competitor,C,0.7767418910685915,0.1961191495207976,distractor_nonsequitut
text-embedding-ada-002,0,9,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Abby and Kyle were walking along the promenade one night, and they saw a couple smiling at each other. Abby noted: ""This sunset sings to the lovers."" What did Abby mean?
Your answer:
",,He could hear the sun singing songs.,distractor_literal,He could hear the sun singing songs.,distractor_literal,D,0.8106854465520092,0.2028904008050259,distractor_nonsequitut
text-embedding-ada-002,0,9,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Abby and Kyle were walking along the promenade one night, and they saw a couple smiling at each other. Abby noted: ""This sunset sings to the lovers."" What did Abby mean?
Your answer:
",,Abby wants to attend a concert with Kyle.,distractor_nonsequitut,Abby wants to attend a concert with Kyle.,distractor_nonsequitut,E,0.8203004284201826,0.20485059685341744,distractor_nonsequitut
text-embedding-ada-002,0,10,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jessica was giving a talk that her mom attended. After the talk, Jessica's mom called her husband and said: ""Jessica sailed towards the finish."" What did she mean?
Your answer:
",,Jessica finished her talk successfully.,target,Jessica got interested in sailing.,distractor_plausibleliteral,A,0.8263547061139189,0.19968756504972984,distractor_nonsequitut
text-embedding-ada-002,0,10,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jessica was giving a talk that her mom attended. After the talk, Jessica's mom called her husband and said: ""Jessica sailed towards the finish."" What did she mean?
Your answer:
",,Jessica's talk was a disaster.,competitor,Jessica's talk was a disaster.,competitor,B,0.8015203364299374,0.19478952188014795,distractor_nonsequitut
text-embedding-ada-002,0,10,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jessica was giving a talk that her mom attended. After the talk, Jessica's mom called her husband and said: ""Jessica sailed towards the finish."" What did she mean?
Your answer:
",,Jessica got interested in sailing.,distractor_plausibleliteral,Jessica finished the sailing race.,distractor_literal,C,0.8327146071620349,0.2009616052945311,distractor_nonsequitut
text-embedding-ada-002,0,10,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jessica was giving a talk that her mom attended. After the talk, Jessica's mom called her husband and said: ""Jessica sailed towards the finish."" What did she mean?
Your answer:
",,Jessica finished the sailing race.,distractor_literal,Jessica was giving a talk about sailing.,distractor_nonsequitut,D,0.8544407013596729,0.2053754906861853,distractor_nonsequitut
text-embedding-ada-002,0,10,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jessica was giving a talk that her mom attended. After the talk, Jessica's mom called her husband and said: ""Jessica sailed towards the finish."" What did she mean?
Your answer:
",,Jessica was giving a talk about sailing.,distractor_nonsequitut,Jessica finished her talk successfully.,target,E,0.8238388790498039,0.1991858170894058,distractor_nonsequitut
text-embedding-ada-002,0,11,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jody and Mark were discussing their daughter's behavior. Mark said: ""She is walking all over her brothers."" What did Mark mean?
Your answer:
",,She can make her brothers do whatever she wishes.,target,Their daughter finally started to walk.,distractor_plausibleliteral,A,0.7893183177136471,0.19950120959326934,distractor_literal
text-embedding-ada-002,0,11,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jody and Mark were discussing their daughter's behavior. Mark said: ""She is walking all over her brothers."" What did Mark mean?
Your answer:
",,Their daughter should be less aggressive towards her brothers.,competitor,She enjoys long walks with her brothers.,distractor_nonsequitut,B,0.7918163093711734,0.20000018490912236,distractor_literal
text-embedding-ada-002,0,11,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jody and Mark were discussing their daughter's behavior. Mark said: ""She is walking all over her brothers."" What did Mark mean?
Your answer:
",,Their daughter finally started to walk.,distractor_plausibleliteral,Their daughter should be less aggressive towards her brothers.,competitor,C,0.7897836369514856,0.19959406294561532,distractor_literal
text-embedding-ada-002,0,11,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jody and Mark were discussing their daughter's behavior. Mark said: ""She is walking all over her brothers."" What did Mark mean?
Your answer:
",,She is not paying attention when walking and often steps on her little brothers by accident.,distractor_literal,She is not paying attention when walking and often steps on her little brothers by accident.,distractor_literal,D,0.8030509482704838,0.20225978388904867,distractor_literal
text-embedding-ada-002,0,11,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Jody and Mark were discussing their daughter's behavior. Mark said: ""She is walking all over her brothers."" What did Mark mean?
Your answer:
",,She enjoys long walks with her brothers.,distractor_nonsequitut,She can make her brothers do whatever she wishes.,target,E,0.7850161154079155,0.1986447586629444,distractor_literal
text-embedding-ada-002,0,12,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

During a business meeting, the general manager of the company said to the financial manager: ""The new accountant that you hired is a juggler."" What did the general manager mean? 
Your answer:
",,The newly hired person is good at manipulating many things at once.,target,The newly hired person dressed up as a clown.,competitor,A,0.7999306306966231,0.20202789112197886,competitor
text-embedding-ada-002,0,12,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

During a business meeting, the general manager of the company said to the financial manager: ""The new accountant that you hired is a juggler."" What did the general manager mean? 
Your answer:
",,The newly hired person dressed up as a clown.,competitor,The newly hired person has too many excuses for being late.,distractor_nonsequitut,B,0.763221940621599,0.19474618058198112,competitor
text-embedding-ada-002,0,12,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

During a business meeting, the general manager of the company said to the financial manager: ""The new accountant that you hired is a juggler."" What did the general manager mean? 
Your answer:
",,The newly hired person used to work in a circus show.,distractor_plausibleliteral,The newly hired person can toss and catch objects in the air.,distractor_literal,C,0.7901200760648094,0.20005557603054364,competitor
text-embedding-ada-002,0,12,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

During a business meeting, the general manager of the company said to the financial manager: ""The new accountant that you hired is a juggler."" What did the general manager mean? 
Your answer:
",,The newly hired person can toss and catch objects in the air.,distractor_literal,The newly hired person is good at manipulating many things at once.,target,D,0.7980641601223953,0.20165116369272448,competitor
text-embedding-ada-002,0,12,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

During a business meeting, the general manager of the company said to the financial manager: ""The new accountant that you hired is a juggler."" What did the general manager mean? 
Your answer:
",,The newly hired person has too many excuses for being late.,distractor_nonsequitut,The newly hired person used to work in a circus show.,distractor_plausibleliteral,E,0.7974094734673631,0.20151918857277196,competitor
text-embedding-ada-002,0,13,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ken was telling his friend about his shopping experience on Black Friday. Ken said: ""The store that I went to was a jungle."" What did Ken mean?
Your answer:
",,The store was complete chaos.,target,The store was complete chaos.,target,A,0.8084839597002784,0.2004707982343912,distractor_literal
text-embedding-ada-002,0,13,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ken was telling his friend about his shopping experience on Black Friday. Ken said: ""The store that I went to was a jungle."" What did Ken mean?
Your answer:
",,The store that he went to sold some exotic pets.,competitor,The store was in a jungle.,distractor_literal,B,0.8443393716782849,0.2077891790419013,distractor_literal
text-embedding-ada-002,0,13,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ken was telling his friend about his shopping experience on Black Friday. Ken said: ""The store that I went to was a jungle."" What did Ken mean?
Your answer:
",,There were a lot of tropical trees in that store.,distractor_plausibleliteral,There were a lot of tropical trees in that store.,distractor_plausibleliteral,C,0.7903197084385082,0.19686226861989903,distractor_literal
text-embedding-ada-002,0,13,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ken was telling his friend about his shopping experience on Black Friday. Ken said: ""The store that I went to was a jungle."" What did Ken mean?
Your answer:
",,The store was in a jungle.,distractor_literal,There were a lot of mosquitoes in that store.,distractor_nonsequitut,D,0.7837041626014598,0.19556421565684895,distractor_literal
text-embedding-ada-002,0,13,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Ken was telling his friend about his shopping experience on Black Friday. Ken said: ""The store that I went to was a jungle."" What did Ken mean?
Your answer:
",,There were a lot of mosquitoes in that store.,distractor_nonsequitut,The store that he went to sold some exotic pets.,competitor,E,0.8026945231785025,0.19931353844695945,distractor_literal
text-embedding-ada-002,0,14,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Janet was telling her friend about the show that she saw last night. Janet said: ""The dancers were butterflies."" What did Janet mean?
Your answer:
",,The dancers flitted around the stage.,target,Butterflies were dancing on the stage.,distractor_literal,A,0.8351335537589458,0.20583922136953636,distractor_plausibleliteral
text-embedding-ada-002,0,14,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Janet was telling her friend about the show that she saw last night. Janet said: ""The dancers were butterflies."" What did Janet mean?
Your answer:
",,There were too many dancers in this show.,competitor,The dancers portrayed butterflies in the show.,distractor_plausibleliteral,B,0.8464953048008107,0.20819125164682403,distractor_plausibleliteral
text-embedding-ada-002,0,14,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Janet was telling her friend about the show that she saw last night. Janet said: ""The dancers were butterflies."" What did Janet mean?
Your answer:
",,The dancers portrayed butterflies in the show.,distractor_plausibleliteral,There were too many dancers in this show.,competitor,C,0.7677881075500046,0.19243336521204696,distractor_plausibleliteral
text-embedding-ada-002,0,14,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Janet was telling her friend about the show that she saw last night. Janet said: ""The dancers were butterflies."" What did Janet mean?
Your answer:
",,Butterflies were dancing on the stage.,distractor_literal,She did not see any dancers in the show.,distractor_nonsequitut,D,0.7794924877826707,0.19469891102927037,distractor_plausibleliteral
text-embedding-ada-002,0,14,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Janet was telling her friend about the show that she saw last night. Janet said: ""The dancers were butterflies."" What did Janet mean?
Your answer:
",,She did not see any dancers in the show.,distractor_nonsequitut,The dancers flitted around the stage.,target,E,0.8005248231390624,0.1988372507423223,distractor_plausibleliteral
text-embedding-ada-002,0,15,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Caitlyn was telling her husband about her new co-worker. Caitlyn said: ""Sally is a block of ice."" What did she mean?
Your answer:
",,Sally does not show any emotions.,target,Sally's hands are always cold.,distractor_nonsequitut,A,0.7971961826526409,0.19892020775684358,distractor_literal
text-embedding-ada-002,0,15,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Caitlyn was telling her husband about her new co-worker. Caitlyn said: ""Sally is a block of ice."" What did she mean?
Your answer:
",,Sally is very emotional and cries often.,competitor,Sally is very emotional and cries often.,competitor,B,0.7932525397937785,0.19813728230391756,distractor_literal
text-embedding-ada-002,0,15,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Caitlyn was telling her husband about her new co-worker. Caitlyn said: ""Sally is a block of ice."" What did she mean?
Your answer:
",,Sally is coming down with a cold.,distractor_plausibleliteral,Sally is an ice sculpture.,distractor_literal,C,0.8206840086297496,0.20364771305445623,distractor_literal
text-embedding-ada-002,0,15,metaphor,"You will read a short story that describes an everyday situation. Your task is to interpret what the character in the story is trying to convey.

Caitlyn was telling her husband about her new co-worker. Caitlyn said: ""Sally is a block of ice."" What did she mean?
Your answer:
",,Sally is an ice sculpture.,distractor_literal,Sally is coming down with a cold.,distractor_plausibleliteral,D,0.7992002928712647,0.199319265522206,distractor_literal
